# 中国历史地名大辞典
# 复旦大学历史地理研究所编《中国历史地名辞典》，江西教育出版社，1986年
# https://forum.freemdict.com/t/topic/12460
# https://forum.freemdict.com/t/topic/14497
# https://github.com/rime-aca/corpus/blob/master/中國歷史地名辭典.txt
# 地名	繁体	序号	页码

卑鞮侯井		11166	0516
卑带洞大小田等处长官司	(卑帶洞大小田等處長官司)	11167	0516
征县	(征縣)	11168	0516
征平郡		11169	0516
征北城		11170	0516
征虏亭	(征虜亭)	11171	0516
征羌县	(征羌縣)	11172	0516
征东元帅府	(征東元帥府)	11173	0516
征东等处行中书省	(征東等處行中書省)	11174	0516
徂徕山	(徂徠山)	11175	0516
欣乐县	(欣樂縣)	11176	0516
欣乐驿	(欣樂驛)	11177	0516
欣道县	(欣道縣)	11178	0516
郈邑		11179	0516
质河	(質河)	11180	0516
郃阳县	(郃陽縣)	11181	0516
乳山寨		11182	0516
乳源县	(乳源縣)	11183	0516
瓮洞		11184	0516
瓮口城		11185	0516
瓮安县	(瓮安縣)	11186	0516
瓮蓬县	(瓮蓬縣)	11187	0517
瓮包长官司	(瓮包長官司)	11188	0517
瓮城都桑长官司	(瓮城都桑長官司)	11189	0517
命瓜邑		11190	0517
舍利州		11191	0517
舍城县	(舍城縣)	11192	0517
舍资部	(舍資部)	11193	0517
金山		11194	0517
金口		11195	0517
金门	(金門)	11196	0517
金田		11197	0517
金市		11198	0517
金台		11199	0517
金场	(金場)	11200	0517
金州		11201	0517
金县	(金縣)	11202	0517
金谷		11203	0517
金岭	(金嶺)	11204	0518
金城		11205	0518
金津		11206	0518
金陵		11207	0518
金堤		11208	0518
金勒		11209	0518
金阊	(金閶)	11210	0518
金鹅	(金鵝)	11211	0518
金山卫	(金山衛)	11212	0518
金山寺		11213	0518
金山县	(金山縣)	11214	0518
金山郡		11215	0518
金口站		11216	0518
金川县	(金川縣)	11217	0518
金川驿	(金川驛)	11218	0519
金川寨		11219	0519
金门县	(金門縣)	11220	0519
金门亭	(金門亭)	11221	0519
金门郡	(金門郡)	11222	0519
金马山	(金馬山)	11223	0519
金马门	(金馬門)	11224	0519
金马坊	(金馬坊)	11225	0519
金乡卫	(金鄉衛)	11226	0519
金乡县	(金鄉縣)	11227	0519
金天军	(金天軍)	11228	0519
金牛县	(金牛縣)	11229	0519
金牛站		11230	0519
金牛城		11231	0519
金牛道		11232	0519
金牛镇	(金牛鎮)	11233	0519
金氏陂		11234	0519
金水口		11235	0519
金水县	(金水縣)	11236	0519
金水河		11237	0519
金龙口	(金龍口)	11238	0519
金龙州	(金龍州)	11239	0519
金龙县	(金龍縣)	11240	0519
金兰县	(金蘭縣)	11241	0519
金田村		11242	0519
金生城		11243	0520
金宁县	(金寧縣)	11244	0520
金台顿	(金台頓)	11245	0520
金光门	(金光門)	11246	0520
金迁郡	(金遷郡)	11247	0520
金竹关	(金竹關)	11248	0520
金竹岭	(金竹嶺)	11249	0520
金竹府		11250	0520
金竹隘		11251	0520
金华山	(金華山)	11252	0520
金华观	(金華觀)	11253	0520
金华县	(金華縣)	11254	0520
金华府	(金華府)	11255	0520
金华郡	(金華郡)	11256	0520
金州卫	(金州衛)	11257	0520
金汤城	(金湯城)	11258	0520
金安县	(金安縣)	11259	0520
金坛县	(金壇縣)	11260	0520
金利站		11261	0520
金利墟		11262	0520
金谷园	(金谷園)	11263	0520
金谷涧	(金谷澗)	11264	0520
金沙场	(金沙場)	11265	0520
金沙谷		11266	0520
金沙驿	(金沙驛)	11267	0520
金沙泉		11268	0520
金沙渡		11269	0520
金鸡驿	(金雞驛)	11270	0520
金鸡站	(金雞站)	11271	0520
金陂镇	(金陂鎮)	11272	0521
金柜镇	(金柜鎮)	11273	0521
金昌县	(金昌縣)	11274	0521
金昌城		11275	0521
金昌亭		11276	0521
金明门	(金明門)	11277	0521
金明池		11278	0521
金明县	(金明縣)	11279	0521
金明郡		11280	0521
金明寨		11281	0521
金岭镇	(金嶺鎮)	11282	0521
金河县	(金河縣)	11283	0521
金宝圩	(金寶圩)	11284	0521
金宝城	(金寶城)	11285	0521
金肃军	(金肅軍)	11286	0521
金城州		11287	0521
金城县	(金城縣)	11288	0521
金城驿	(金城驛)	11289	0522
金城津		11290	0522
金城宫	(金城宮)	11291	0522
金城郡		11292	0522
金城寨		11293	0522
金城镇	(金城鎮)	11294	0522
金界壕		11295	0522
金剑县	(金劍縣)	11296	0522
金钱圩	(金錢圩)	11297	0522
金莎岭	(金莎嶺)	11298	0522
金积县	(金積縣)	11299	0522
金娑山		11300	0522
金娑岭	(金娑嶺)	11301	0522
金陵县	(金陵縣)	11302	0522
金陵府		11303	0522
金陵渡		11304	0522
金陵镇	(金陵鎮)	11305	0522
金匮县	(金匱縣)	11306	0522
金堂县	(金堂縣)	11307	0522
金饶山	(金饒山)	11308	0522
金渊县	(金淵縣)	11309	0522
金堤关	(金隄關)	11310	0522
金堤集	(金隄集)	11311	0522
金雁桥	(金雁橋)	11312	0522
金锁关	(金鎖關)	11313	0523
金微山		11314	0523
金塘山		11315	0523
金楼寨	(金樓寨)	11316	0523
金源县	(金源縣)	11317	0523
金墉城		11318	0523
金满县	(金滿縣)	11319	0523
金溪场	(金溪場)	11320	0523
金溪县	(金溪縣)	11321	0523
金斗盐场	(金斗鹽場)	11322	0523
金宝顶堡	(金寶頂堡)	11323	0523
金刚台山	(金剛台山)	11324	0523
金岭镇站	(金嶺鎮站)	11325	0523
金峒土司		11326	0523
金家岭寨	(金家嶺寨)	11327	0523
金塔寺堡		11328	0523
金门千户所	(金門千户所)	11329	0523
金峒安抚司	(金峒安撫司)	11330	0523
金筑长官司	(金筑長官司)	11331	0523
金筑安抚司	(金筑安撫司)	11332	0523
金微都督府		11333	0523
金石番长官司	(金石番長官司)	11334	0523
金石番太平军安抚司	(金石番太平軍安撫司)	11335	0523
金容金达等处长官司	(金容金達等處長官司)	11336	0523
斧斗		11337	0523
采石山		11338	0523
采石镇	(采石鎮)	11339	0524
采育营	(采育營)	11340	0524
采桑津		11341	0524
受州		11342	0524
受阳县	(受陽縣)	11343	0524
受降城		11344	0524
狋氏县	(狋氏縣)	11345	0524
狐人邑		11346	0524
狐奴县	(狐奴縣)	11347	0524
狐苏县	(狐蘇縣)	11348	0524
狐骀邑	(狐駘邑)	11349	0524
狐胡国	(狐胡國)	11350	0524
狐厨邑	(狐廚邑)	11351	0524
狐壤邑		11352	0524
狗场营	(狗場營)	11353	0524
狗脊岭	(狗脊嶺)	11354	0524
饴山	(飴山)	11355	0524
肤公城	(膚公城)	11356	0524
肤施县	(膚施縣)	11357	0524
肤施邑	(膚施邑)	11358	0524
肥水		11359	0525
肥邑		11360	0525
肥乡县	(肥鄉縣)	11361	0525
肥水县	(肥水縣)	11362	0525
肥水堰		11363	0525
肥牛亭		11364	0525
肥如县	(肥如縣)	11365	0525
肥河卫	(肥河衛)	11366	0525
肥成县	(肥成縣)	11367	0525
肥城县	(肥城縣)	11368	0525
肥城郡		11369	0525
肥累县	(肥累縣)	11370	0525
服秦城		11371	0525
朋笮守捉		11372	0525
郇州		11373	0525
郇邑		11374	0525
郇国	(郇國)	11375	0525
郇阳县	(郇陽縣)	11376	0525
郇阳邑	(郇陽邑)	11377	0525
鱼山	(魚山)	11378	0525
鱼陂	(魚陂)	11379	0525
鱼陵	(魚陵)	11380	0525
鱼儿辅	(魚兒輔)	11381	0525
鱼孔隘	(魚孔隘)	11382	0525
鱼石洞	(魚石洞)	11383	0526
鱼龙川	(魚龍川)	11384	0526
鱼丘县	(魚丘縣)	11385	0526
鱼台县	(魚台縣)	11386	0526
鱼池口	(魚池口)	11387	0526
鱼齿山	(魚齒山)	11388	0526
鱼复县	(魚复縣)	11389	0526
鱼泉县	(魚泉縣)	11390	0526
鱼亭镇	(魚亭鎮)	11391	0526
鱼盘县	(魚盤縣)	11392	0526
鱼涪津	(魚涪津)	11393	0526
鱼梁城	(魚梁城)	11394	0526
鱼窝寨	(魚窩寨)	11395	0526
备溪江城	(備溪江城)	11396	0526
昏磨城		11397	0526
昏驮多城	(昏馱多城)	11398	0526
忽炭		11399	0526
忽汗州		11400	0526
忽汗河		11401	0526
忽汗城		11402	0526
忽汗海		11403	0526
忽牵河	(忽牽河)	11404	0526
忽章河		11405	0526
忽禅河	(忽禪河)	11406	0526
忽禅城	(忽禪城)	11407	0526
忽缠城	(忽纏城)	11408	0526
忽毡河	(忽氈河)	11409	0526
忽毡城	(忽氈城)	11410	0526
忽儿海卫	(忽兒海衛)	11411	0526
忽石门卫	(忽石門衛)	11412	0526
忽剌温江		11413	0527
忽鲁八兴站	(忽魯八興站)	11414	0527
忽鲁爱卫	(忽魯愛衛)	11415	0527
周马	(周馬)	11416	0527
周水		11417	0527
周庄		11418	0527
周罗	(周羅)	11419	0527
周南		11420	0527
周桥	(周橋)	11421	0527
周原		11422	0527
周浦		11423	0527
周窑	(周窯)	11424	0527
周港		11425	0527
周墩		11426	0527
周口店		11427	0527
周氏陂		11428	0527
周安堡		11429	0527
周阳邑	(周陽邑)	11430	0527
周武防		11431	0527
周昌县	(周昌縣)	11432	0527
周罗县	(周羅縣)	11433	0527
周城县	(周城縣)	11434	0527
周城埠		11435	0527
周南山		11436	0527
周南郡		11437	0527
周首邑		11438	0527
周铁桥	(周鐵橋)	11439	0527
周家市		11440	0528
周溪镇	(周溪鎮)	11441	0528
周家店闸	(周家店閘)	11442	0528
周承休侯国	(周承休侯國)	11443	0528
放山		11444	0528
放鹰台	(放鷹台)	11445	0528
于中	(於中)	11446	0528
於邑		11447	0528
于中邑	(於中邑)	11448	0528
於陵县	(於陵縣)	11449	0528
於陵邑		11450	0528
于商邑	(於商邑)	11451	0528
於越国	(於越國)	11452	0528
於潜县	(於潛縣)	11453	0528
于余丘国	(於餘丘國)	11454	0528
于都斤山	(於都斤山)	11455	0528
于襄千户所	(於襄千户所)	11456	0528
郊邑		11457	0528
郊郢		11458	0528
京口		11459	0528
京师	(京師)	11460	0528
京江		11461	0528
京县	(京縣)	11462	0528
京邑		11463	0529
京城		11464	0529
京洛		11465	0529
京山县	(京山縣)	11466	0529
京水县	(京水縣)	11467	0529
京口村		11468	0529
京玉关	(京玉關)	11469	0529
京东路	(京東路)	11470	0529
京西路		11471	0529
京兆尹		11472	0529
京兆县	(京兆縣)	11473	0529
京兆府		11474	0529
京兆郡		11475	0529
京池县	(京池縣)	11476	0529
京军县	(京軍縣)	11477	0529
京岘山	(京峴山)	11478	0529
京兹邑	(京茲邑)	11479	0529
京陵县	(京陵縣)	11480	0529
京畿道		11481	0529
京畿路		11482	0530
京东东路	(京東東路)	11483	0530
京东西路	(京東西路)	11484	0530
京西北路		11485	0530
京西南路		11486	0530
京兆府路		11487	0530
夜护	(夜護)	11488	0530
夜邑		11489	0530
夜来山	(夜來山)	11490	0530
夜郎霸		11491	0530
夜郎县	(夜郎縣)	11492	0530
夜郎国	(夜郎國)	11493	0530
夜郎驿	(夜郎驛)	11494	0530
夜郎郡		11495	0530
兖水	(兗水)	11496	0531
兖州	(兗州)	11497	0531
兖州府	(兗州府)	11498	0531
育水		11499	0531
育犁县	(育犁縣)	11500	0531
庞邑	(龐邑)	11501	0531
店埠镇	(店埠鎮)	11502	0531
庙街	(廟街)	11503	0531
庙山站	(廟山站)	11504	0531
庙川堡	(廟川堡)	11505	0531
庙子角	(廟子角)	11506	0531
庙底沟	(廟底溝)	11507	0531
庙前市	(廟前市)	11508	0531
庙湾镇	(廟灣鎮)	11509	0531
府州		11510	0531
府谷县	(府谷縣)	11511	0531
府城寨		11512	0531
底柱		11513	0531
底张驿	(底張驛)	11514	0531
底失卜站		11515	0531
底寨等处长官司	(底寨等處長官司)	11516	0531
底窝紫江等处长官司	(底窩紫江等處長官司)	11517	0531
庚宗邑		11518	0531
废丘县	(廢丘縣)	11519	0532
{广禾}川寨		11520	0532
{广禾}穰镇	({广禾}穰鎮)	11521	0532
怯绿连河	(怯綠連河)	11522	0532
怛没城	(怛沒城)	11523	0532
怛罗斯	(怛羅斯)	11524	0532
怛满城	(怛滿城)	11525	0532
怕剌		11526	0532
炎方驿	(炎方驛)	11527	0532
冽水		11528	0532
冽口县	(冽口縣)	11529	0532
净州	(淨州)	11530	0532
净乐县	(淨樂縣)	11531	0532
净州路	(淨州路)	11532	0532
净江站	(淨江站)	11533	0532
净居寺	(淨居寺)	11534	0532
净慈寺	(淨慈寺)	11535	0532
沫水		11536	0532
沫邑		11537	0532
浅澳	(淺澳)	11538	0532
浅水县	(淺水縣)	11539	0532
法王寺		11540	0532
法云寺		11541	0532
法华山	(法華山)	11542	0532
法华寺	(法華寺)	11543	0533
法库门	(法庫門)	11544	0533
法库厅	(法庫廳)	11545	0533
法海寺		11546	0533
法源寺		11547	0533
法因河卫	(法因河衛)	11548	0533
沽河		11549	0533
沭阳县	(沭陽縣)	11550	0533
沭阳郡	(沭陽郡)	11551	0533
河中		11552	0533
河内	(河內)	11553	0533
河水		11554	0533
河右		11555	0533
河东	(河東)	11556	0533
河北		11557	0533
河外		11558	0533
河西		11559	0533
河曲		11560	0533
河州		11561	0534
河陇	(河隴)	11562	0534
河宗		11563	0534
河南		11564	0534
河亭		11565	0534
河桥	(河橋)	11566	0534
河朔		11567	0534
河婆		11568	0534
河湖		11569	0534
河溪		11570	0534
河山县	(河山縣)	11571	0534
河口县	(河口縣)	11572	0534
河子镇	(河子鎮)	11573	0534
河中府		11574	0534
河内县	(河內縣)	11575	0535
河内郡	(河內郡)	11576	0535
河平县	(河平縣)	11577	0535
河东州	(河東州)	11578	0535
河东县	(河東縣)	11579	0535
河东郡	(河東郡)	11580	0535
河东道	(河東道)	11581	0535
河东路	(河東路)	11582	0535
河北山		11583	0535
河北屯		11584	0535
河北县	(河北縣)	11585	0535
河北郡		11586	0535
河北道		11587	0535
河北路		11588	0535
河田里		11589	0536
河目县	(河目縣)	11590	0536
河西务	(河西務)	11591	0536
河西州		11592	0536
河西县	(河西縣)	11593	0536
河曲县	(河曲縣)	11594	0536
河会城	(河會城)	11595	0536
河州府		11596	0536
河关县	(河關縣)	11597	0536
河池州		11598	0536
河池县	(河池縣)	11599	0536
河池郡		11600	0536
河阳州	(河陽州)	11601	0536
河阳县	(河陽縣)	11602	0536
河阳邑	(河陽邑)	11603	0536
河阳郡	(河陽郡)	11604	0536
河阳桥	(河陽橋)	11605	0537
河阳宫	(河陽宮)	11606	0537
河阴仓	(河陰倉)	11607	0537
河阴县	(河陰縣)	11608	0537
河阴郡	(河陰郡)	11609	0537
河间县	(河間縣)	11610	0537
河间邑	(河間邑)	11611	0537
河间国	(河間國)	11612	0537
河间府	(河間府)	11613	0537
河间郡	(河間郡)	11614	0537
河间路	(河間路)	11615	0537
河沙堡		11616	0537
河纳县	(河納縣)	11617	0537
河罗县	(河羅縣)	11618	0537
河姆渡		11619	0537
河南县	(河南縣)	11620	0537
河南国	(河南國)	11621	0537
河南府		11622	0538
河南城		11623	0538
河南郡		11624	0538
河南道		11625	0538
河南路		11626	0538
河洑关	(河洑關)	11627	0538
河津县	(河津縣)	11628	0538
河浒镇	(河滸鎮)	11629	0538
河诺城	(河諾城)	11630	0538
河清军	(河清軍)	11631	0538
河清县	(河清縣)	11632	0538
河董城		11633	0538
河源军	(河源軍)	11634	0538
河源县	(河源縣)	11635	0538
河源郡		11636	0538
河滨关	(河濱關)	11637	0538
河滨县	(河濱縣)	11638	0538
河滨堡	(河濱堡)	11639	0538
河东北路	(河東北路)	11640	0538
河东南路	(河東南路)	11641	0539
河北三镇	(河北三鎮)	11642	0539
河北东路	(河北東路)	11643	0539
河北西路		11644	0539
河头中营	(河頭中營)	11645	0539
河西五郡		11646	0539
河西四郡		11647	0539
河西走廊		11648	0539
河阳三城	(河陽三城)	11649	0539
河阳堡部	(河陽堡部)	11650	0539
河南四镇	(河南四鎮)	11651	0539
河池千户所		11652	0539
河间盐运司	(河間鹽運司)	11653	0539
河东山西道宣慰司	(河東山西道宣慰司)	11654	0539
河南等处行中书省	(河南等處行中書省)	11655	0540
河南江北等处行中书省	(河南江北等處行中書省)	11656	0540
泷水	(瀧水)	11657	0540
泷州	(瀧州)	11658	0540
泷冈山	(瀧岡山)	11659	0540
泷水县	(瀧水縣)	11660	0540
泷水千户所	(瀧水千户所)	11661	0540
沾水		11662	0540
沾县	(沾縣)	11663	0540
沾益州		11664	0540
泸水	(瀘水)	11665	0540
泸州	(瀘州)	11666	0540
泸山县	(瀘山縣)	11667	0540
泸川县	(瀘川縣)	11668	0540
泸川郡	(瀘川郡)	11669	0540
泸州卫	(瀘州衛)	11670	0540
泸江水	(瀘江水)	11671	0540
泸沽县	(瀘沽縣)	11672	0540
泸沽湖	(瀘沽湖)	11673	0541
泸河镇	(瀘河鎮)	11674	0541
泸南县	(瀘南縣)	11675	0541
泸津关	(瀘津關)	11676	0541
泸溪县	(瀘溪縣)	11677	0541
泸溪郡	(瀘溪郡)	11678	0541
泹津渡		11679	0541
油口		11680	0541
油水		11681	0541
油罗关	(油羅關)	11682	0541
沮中		11683	0541
沮水		11684	0541
沮州		11685	0541
沮县	(沮縣)	11686	0541
沮末城		11687	0541
沮阳县	(沮陽縣)	11688	0541
沮洳城		11689	0541
泗口		11690	0541
泗水		11691	0541
泗州		11692	0542
泗水县	(泗水縣)	11693	0542
泗水亭		11694	0542
泗水郡		11695	0542
泗安镇	(泗安鎮)	11696	0542
泗阳县	(泗陽縣)	11697	0542
泗城州		11698	0542
泗城府		11699	0542
泗洲寨		11700	0542
泊头镇	(泊頭鎮)	11701	0542
泊汋城		11702	0542
泜水		11703	0542
泃水		11704	0542
沿海		11705	0542
沿边溪洞军民府	(沿邊溪洞軍民府)	11706	0542
沿边溪洞招讨司	(沿邊溪洞招討司)	11707	0542
沿河祐溪长官司	(沿河祐溪長官司)	11708	0543
泺口	(濼口)	11709	0544
泺水	(濼水)	11710	0543
泺关	(濼關)	11711	0543
沸泉水		11712	0543
沸流水		11713	0543
注邑		11714	0543
注人邑		11715	0543
泮水场	(泮水場)	11716	0543
沛丘		11717	0543
沛汗		11718	0543
沛县	(沛縣)	11719	0543
沛邑		11720	0543
沛国	(沛國)	11721	0543
沛郡		11722	0543
泫氏县	(泫氏縣)	11723	0543
泫氏邑		11724	0543
泬水		11725	0543
沱		11726	0543
沱口城		11727	0543
沱江驿	(沱江驛)	11728	0544
泌阳县	(泌陽縣)	11729	0544
泥水		11730	0544
泥岭	(泥嶺)	11731	0544
泥山镇	(泥山鎮)	11732	0544
泥公山		11733	0544
泥汉口	(泥漢口)	11734	0544
泥阳县	(泥陽縣)	11735	0544
泥阳镇	(泥陽鎮)	11736	0544
泥沽寨		11737	0544
泥溪城		11738	0544
泥溪长官司	(泥溪長官司)	11739	0544
泓上		11740	0544
泓水		11741	0544
泇河		11742	0544
泇口镇	(泇口鎮)	11743	0544
波水		11744	0544
波州		11745	0544
波县	(波縣)	11746	0544
波州大池		11747	0544
波罗坑营	(波羅坑營)	11748	0544
波谜罗川	(波謎羅川)	11749	0544
波斯都督府		11750	0545
泽州	(澤州)	11751	0545
泽潞	(澤潞)	11752	0545
泽心寺	(澤心寺)	11753	0545
泽田寺	(澤田寺)	11754	0545
泽州府	(澤州府)	11755	0545
泾州	(涇州)	11756	0545
泾阳	(涇陽)	11757	0545
泾原	(涇原)	11758	0545
泾川县	(涇川縣)	11759	0545
泾阳县	(涇陽縣)	11760	0545
泾南县	(涇南縣)	11761	0545
泾原路	(涇原路)	11762	0545
泾惠渠	(涇惠渠)	11763	0545
治水		11764	0546
治城		11765	0546
治平县	(治平縣)	11766	0546
治平寨		11767	0546
治城县	(治城縣)	11768	0546
泑泽	(泑澤)	11769	0546
{氵丙}洲场	({氵丙}洲場)	11770	0546
漂水		11771	0546
漂口		11772	0546
漂乡县	(漂鄉縣)	11773	0546
泒水		11774	0546
郱邑		11775	0546
郑州	(鄭州)	11776	0546
郑县	(鄭縣)	11777	0546
郑邑	(鄭邑)	11778	0546
郑陈	(鄭陳)	11779	0546
郑陂	(鄭陂)	11780	0546
郑国	(鄭國)	11781	0546
郑城	(鄭城)	11782	0546
郑公乡	(鄭公鄉)	11783	0546
郑国渠	(鄭國渠)	11784	0546
郑家店	(鄭家店)	11785	0546
郑家坊	(鄭家坊)	11786	0547
单州	(單州)	11787	0547
单县	(單縣)	11788	0547
单国	(單國)	11789	0547
单于台	(單于台)	11790	0547
单父县	(單父縣)	11791	0547
单父邑	(單父邑)	11792	0547
单桓国	(單桓國)	11793	0547
单牒县	(單牒縣)	11794	0547
单父侯国	(單父侯國)	11795	0547
单单大岭	(單單大嶺)	11796	0547
单于都护府	(單于都護府)	11797	0547
宝山	(寶山)	11798	0547
宝州	(寶州)	11799	0547
宝停	(寶停)	11800	0547
宝山州	(寶山州)	11801	0547
宝山县	(寶山縣)	11802	0547
宝山城	(寶山城)	11803	0547
宝井堡	(寶井堡)	11804	0547
宝丰县	(寶豐縣)	11805	0547
宝丰镇	(寶豐鎮)	11806	0547
宝田寺	(寶田寺)	11807	0547
宝华山	(寶華山)	11808	0547
宝庆县	(寶慶縣)	11809	0548
宝庆府	(寶慶府)	11810	0548
宝庆路	(寶慶路)	11811	0548
宝兴军	(寶興軍)	11812	0548
宝宁县	(寶寧縣)	11813	0548
宝安县	(寶安縣)	11814	0548
宝应州	(寶應州)	11815	0548
宝应军	(寶應軍)	11816	0548
宝应县	(寶應縣)	11817	0548
宝鸡县	(寶雞縣)	11818	0548
宝坻县	(寶坻縣)	11819	0548
宝昌州	(寶昌州)	11820	0548
宝城县	(寶城縣)	11821	0548
宝顶山	(寶頂山)	11822	0548
宝相寺	(寶相寺)	11823	0548
宝带桥	(寶帶橋)	11824	0548
宝香亭	(寶香亭)	11825	0548
宝泉监	(寶泉監)	11826	0548
宝积监	(寶積監)	11827	0548
宝通州	(寶通州)	11828	0548
宝盖寨	(寶蓋寨)	11829	0548
宝鼎县	(寶鼎縣)	11830	0548
宝兴银场	(寶興銀場)	11831	0548
宝积铁场	(寶積鐵場)	11832	0548
宝山千户所	(寶山千户所)	11833	0548
宗水		11834	0549
宗州		11835	0549
宗国	(宗國)	11836	0549
宗丘邑		11837	0549
宗安县	(宗安縣)	11838	0549
宗居县	(宗居縣)	11839	0549
宗城县	(宗城縣)	11840	0549
宗哥城		11841	0549
定山		11842	0549
定州		11843	0549
定城		11844	0549
定陵		11845	0549
定窑	(定窯)	11846	0549
定川县	(定川縣)	11847	0549
定川郡		11848	0549
定川寨		11849	0549
定云府		11850	0550
定水镇	(定水鎮)	11851	0550
定平县	(定平縣)	11852	0550
定东县	(定東縣)	11853	0550
定旦铺	(定旦鋪)	11854	0550
定边卫	(定邊衛)	11855	0550
定边军	(定邊軍)	11856	0550
定边县	(定邊縣)	11857	0550
定边寨	(定邊寨)	11858	0550
定西州		11859	0550
定西县	(定西縣)	11860	0550
定西城		11861	0550
定西寨		11862	0550
定戎城		11863	0550
定戎郡		11864	0550
定戎堡		11865	0550
定州路		11866	0550
定兴县	(定興縣)	11867	0550
定江寨		11868	0550
定军山	(定軍山)	11869	0550
定安州		11870	0550
定安县	(定安縣)	11871	0550
定阳县	(定陽縣)	11872	0550
定阳邑	(定陽邑)	11873	0551
定阳郡	(定陽郡)	11874	0551
定远厅	(定遠廳)	11875	0551
定远州	(定遠州)	11876	0551
定远军	(定遠軍)	11877	0551
定远县	(定遠縣)	11878	0551
定远府	(定遠府)	11879	0551
定远城	(定遠城)	11880	0551
定远郡	(定遠郡)	11881	0551
定连城	(定連城)	11882	0551
定苲县	(定苲縣)	11883	0551
定昌军	(定昌軍)	11884	0551
定昌路		11885	0551
定昆池		11886	0551
定周县	(定周縣)	11887	0551
定城县	(定城縣)	11888	0551
定城郡		11889	0551
定南厅	(定南廳)	11890	0551
定南县	(定南縣)	11891	0551
定南郡		11892	0552
定胡县	(定胡縣)	11893	0552
定胡郡		11894	0552
定羌军	(定羌軍)	11895	0552
定羌县	(定羌縣)	11896	0552
定侯国	(定侯國)	11897	0552
定秦堡		11898	0552
定莋县	(定莋縣)	11899	0552
定海卫	(定海衛)	11900	0552
定海厅	(定海廳)	11901	0552
定海县	(定海縣)	11902	0552
定难军	(定難軍)	11903	0552
定陵县	(定陵縣)	11904	0552
定陵郡		11905	0552
定陶县	(定陶縣)	11906	0552
定陶国	(定陶國)	11907	0552
定陶镇	(定陶鎮)	11908	0552
定理县	(定理縣)	11909	0552
定理府		11910	0552
定番州		11911	0552
定颖县	(定穎縣)	11912	0552
定廉县	(定廉縣)	11913	0553
定襄县	(定襄縣)	11914	0553
定襄郡		11915	0553
定霸县	(定霸縣)	11916	0553
定辽中卫	(定遼中衛)	11917	0553
定辽左卫	(定遼左衛)	11918	0553
定辽右卫	(定遼右衛)	11919	0553
定辽后卫	(定遼后衛)	11920	0553
定辽前卫	(定遼前衛)	11921	0553
定辽都卫	(定遼都衛)	11922	0553
定罗土司	(定羅土司)	11923	0553
定南千户所		11924	0553
定海千户所		11925	0553
定海后千户所		11926	0553
定海中中千户所		11927	0553
定海中左千户所		11928	0553
宕州		11929	0553
宕川县	(宕川縣)	11930	0553
宕昌县	(宕昌縣)	11931	0553
宕昌城		11932	0553
宕昌郡		11933	0553
宕昌寨		11934	0553
宕渠水		11935	0554
居渠郡		11936	0554
宕渠县	(宕渠縣)	11937	0554
宠邑	(寵邑)	11938	0554
宠洲	(寵洲)	11939	0554
宜山		11940	0554
宜州		11941	0554
宜国	(宜國)	11942	0554
宜城		11943	0554
宜山县	(宜山縣)	11944	0554
宜川县	(宜川縣)	11945	0554
宜丰县	(宜豐縣)	11946	0554
宜北县	(宜北縣)	11947	0554
宜禾县	(宜禾縣)	11948	0554
宜兰县	(宜蘭縣)	11949	0554
宜民县	(宜民縣)	11950	0555
宜伦县	(宜倫縣)	11951	0555
宜迁县	(宜遷縣)	11952	0555
宜娘山		11953	0555
宜兴卫	(宜興衛)	11954	0555
宜兴州	(宜興州)	11955	0555
宜兴县	(宜興縣)	11956	0555
宜兴军	(宜興軍)	11957	0555
宜兴埠	(宜興埠)	11958	0555
宜兴府	(宜興府)	11959	0555
宜安邑		11960	0555
宜阳县	(宜陽縣)	11961	0555
宜阳邑	(宜陽邑)	11962	0555
宜阳郡	(宜陽郡)	11963	0555
宜阳栅	(宜陽柵)	11964	0555
宜寿县	(宜壽縣)	11965	0555
宜芳县	(宜芳縣)	11966	0555
宜沟站	(宜溝站)	11967	0555
宜良州		11968	0555
宜君县	(宜君縣)	11969	0555
宜君郡		11970	0556
宜昌县	(宜昌縣)	11971	0556
宜昌府		11972	0556
宜春县	(宜春縣)	11973	0556
宜春观	(宜春觀)	11974	0556
宜春郡		11975	0556
宜城县	(宜城縣)	11976	0556
宜都县	(宜都縣)	11977	0556
宜秋城		11978	0556
宜都郡		11979	0556
宜宾县	(宜賓縣)	11980	0556
宜陵镇	(宜陵鎮)	11981	0556
宜黄场	(宜黃場)	11982	0556
宜黄县	(宜黃縣)	11983	0556
宜章县	(宜章縣)	11984	0556
宜梁县	(宜梁縣)	11985	0556
宜善乡	(宜善鄉)	11986	0556
宜湘镇	(宜湘鎮)	11987	0556
宜禄县	(宜祿縣)	11988	0557
宜成侯国	(宜成侯國)	11989	0557
宜君护军	(宜君護軍)	11990	0557
宜兴千户所	(宜興千户所)	11991	0557
官山		11992	0557
官竹		11993	0557
官村		11994	0557
官河		11995	0557
官阁	(官閣)	11996	0557
官桥	(官橋)	11997	0557
官渡		11998	0557
官澳		11999	0557
官台山		12000	0557
官台场	(官台場)	12001	0557
官母屿	(官母嶼)	12002	0557
官洲站		12003	0557
官窑馆	(官窯館)	12004	0557
官渡县	(官渡縣)	12005	0557
官富场	(官富場)	12006	0557
官塘山		12007	0557
官塘站		12008	0557
官潭墟		12009	0557
