# 中国历史地名大辞典
# 复旦大学历史地理研究所编《中国历史地名辞典》，江西教育出版社，1986年
# https://forum.freemdict.com/t/topic/12460
# https://forum.freemdict.com/t/topic/14497
# https://github.com/rime-aca/corpus/blob/master/中國歷史地名辭典.txt
# 地名	繁体	序号	页码

官渡河镇	(官渡河鎮)	12010	0557
宛丘		12011	0557
宛州		12012	0557
宛阳	(宛陽)	12013	0557
宛县	(宛縣)	12014	0557
宛邑		12015	0557
宛塘		12016	0558
宛平县	(宛平縣)	12017	0558
宛丘县	(宛丘縣)	12018	0558
宛冯邑	(宛馮邑)	12019	0558
宛里城		12020	0558
宛秀城		12021	0558
宛亭县	(宛亭縣)	12022	0558
宛陵县	(宛陵縣)	12023	0558
宛温县	(宛温縣)	12024	0558
宛暖县	(宛暖縣)	12025	0558
宛濮邑		12026	0558
空泽	(空澤)	12027	0558
空桑		12028	0558
空云城		12029	0558
空灵城	(空靈城)	12030	0558
空桐邑		12031	0558
空舲峡	(空舲峽)	12032	0558
学射山	(學射山)	12033	0558
卷县	(卷縣)	12034	0558
卷邑		12035	0558
羌水		12036	0558
羌桥	(羌橋)	12037	0558
羌白镇	(羌白鎮)	12038	0558
羌浪驿	(羌浪驛)	12039	0559
羌道县	(羌道縣)	12040	0559
诚州富盈等处长官司	(誠州富盈等處長官司)	12041	0559
该朱城	(該朱城)	12042	0559
视田墟	(視田墟)	12043	0559
祈年宫	(祈年宮)	12044	0559
祇洹寺		12045	0559
祊邑		12046	0559
祊城		12047	0559
祋栩县	(祋栩縣)	12048	0559
郎山		12049	0559
郎州		12050	0559
郎邑		12051	0559
郎步镇	(郎步鎮)	12052	0559
郎岱厅	(郎岱廳)	12053	0559
郎官湖		12054	0559
郎茫州		12055	0559
郓州	(鄆州)	12056	0559
郓邑	(鄆邑)	12057	0559
郓濮	(鄆濮)	12058	0559
郓城县	(鄆城縣)	12059	0559
戾陵		12060	0559
戾陵堰		12061	0559
房州		12062	0559
房村		12063	0560
房县	(房縣)	12064	0560
房国	(房國)	12065	0560
房山县	(房山縣)	12066	0560
房子县	(房子縣)	12067	0560
房子邑		12068	0560
房公湖		12069	0560
房村站		12070	0560
房钟邑	(房鍾邑)	12071	0560
房陵县	(房陵縣)	12072	0560
房陵邑		12073	0560
房陵郡		12074	0560
房山侯国	(房山侯國)	12075	0560
弥末	(彌末)	12076	0560
弥泽	(彌澤)	12077	0560
弥川县	(彌川縣)	12078	0560
弥川寨	(彌川寨)	12079	0560
弥牢镇	(彌牢鎮)	12080	0560
弥沙县	(彌沙縣)	12081	0560
弥浑戍	(彌渾戍)	12082	0560
弥勒州	(彌勒州)	12083	0560
弥勒部	(彌勒部)	12084	0560
弥鹿部	(彌鹿部)	12085	0561
弦州		12086	0561
弦国	(弦國)	12087	0561
弦蒲薮	(弦蒲藪)	12088	0561
鄩邑		12089	0561
居风县	(居風縣)	12090	0561
居延县	(居延縣)	12091	0561
居延海		12092	0561
居庸山		12093	0561
居庸关	(居庸關)	12094	0561
居庸县	(居庸縣)	12095	0561
居巢县	(居巢縣)	12096	0561
居巢邑		12097	0561
居巢侯国	(居巢侯國)	12098	0561
居就县	(居就縣)	12099	0561
屈邑		12100	0561
屈潭		12101	0561
屈支国	(屈支國)	12102	0561
屈甲洲		12103	0561
屈邑县	(屈邑縣)	12104	0561
屈利水		12105	0561
屈茨国	(屈茨國)	12106	0561
屈兹国	(屈茲國)	12107	0561
屈家岭	(屈家嶺)	12108	0562
屈野川		12109	0562
肃州	(肅州)	12110	0562
肃宁县	(肅寧縣)	12111	0562
肃宁城	(肅寧城)	12112	0562
肃州卫	(肅州衛)	12113	0562
肃州路	(肅州路)	12114	0562
肃远寨	(肅遠寨)	12115	0562
肃然山	(肅然山)	12116	0562
肃慎县	(肅慎縣)	12117	0562
建州		12118	0562
建江		12119	0562
建安		12120	0562
建陵		12121	0562
建窑	(建窯)	12122	0562
建义县	(建義縣)	12123	0562
建子城		12124	0562
建水州		12125	0562
建水县	(建水縣)	12126	0562
建水城		12127	0563
建平县	(建平縣)	12128	0563
建平郡		12129	0563
建平站		12130	0563
建业县	(建業縣)	12131	0563
建宁军	(建寧軍)	12132	0563
建宁县	(建寧縣)	12133	0563
建宁府	(建寧府)	12134	0563
建宁郡	(建寧郡)	12135	0563
建宁堡	(建寧堡)	12136	0563
建宁路	(建寧路)	12137	0563
建成县	(建成縣)	12138	0563
建州卫	(建州衛)	12139	0563
建兴县	(建興縣)	12140	0563
建兴郡	(建興郡)	12141	0564
建安戍		12142	0564
建安州		12143	0564
建安军	(建安軍)	12144	0564
建安县	(建安縣)	12145	0564
建安府		12146	0564
建安郡		12147	0564
建安城		12148	0564
建安站		12149	0564
建安镇	(建安鎮)	12150	0564
建阳卫	(建陽衛)	12151	0564
建阳县	(建陽縣)	12152	0564
建阳郡	(建陽郡)	12153	0564
建阳溪	(建陽溪)	12154	0564
建阳镇	(建陽鎮)	12155	0564
建邺县	(建鄴縣)	12156	0564
建伶县	(建伶縣)	12157	0564
建初寺		12158	0565
建初县	(建初縣)	12159	0565
建武军	(建武軍)	12160	0565
建昌卫	(建昌衛)	12161	0565
建昌州		12162	0565
建昌军	(建昌軍)	12163	0565
建昌县	(建昌縣)	12164	0565
建昌府		12165	0565
建昌郡		12166	0565
建昌站		12167	0565
建昌营	(建昌營)	12168	0565
建昌路		12169	0565
建忠郡		12170	0565
建始县	(建始縣)	12171	0565
建城县	(建城縣)	12172	0565
建城郡		12173	0566
建威县	(建威縣)	12174	0566
建威城		12175	0566
建瓯县	(建甌縣)	12176	0566
建信县	(建信縣)	12177	0566
建都郡		12178	0566
建桥镇	(建橋鎮)	12179	0566
建陵县	(建陵縣)	12180	0566
建陵郡		12181	0566
建康军	(建康軍)	12182	0566
建康县	(建康縣)	12183	0566
建康府		12184	0566
建康郡		12185	0566
建康宫	(建康宮)	12186	0566
建康路		12187	0566
建雄军	(建雄軍)	12188	0566
建福县	(建福縣)	12189	0566
建德江		12190	0566
建德县	(建德縣)	12191	0566
建德府		12192	0567
建德路		12193	0567
建平侯国	(建平侯國)	12194	0567
建成侯国	(建成侯國)	12195	0567
建州左卫	(建州左衛)	12196	0567
建阳侯国	(建陽侯國)	12197	0567
建昌前卫	(建昌前衛)	12198	0567
建陵左县	(建陵左縣)	12199	0567
建陵侯国	(建陵侯國)	12200	0567
建德力河		12201	0567
建武千户所		12202	0567
建安典船校尉		12203	0567
建昌打冲河中前千户所	(建昌打沖河中前千户所)	12204	0567
陕东	(陝東)	12205	0567
陕州	(陝州)	12206	0567
陕县	(陝縣)	12207	0567
陕邑	(陝邑)	12208	0567
陕陌	(陝陌)	12209	0567
陕津	(陝津)	12210	0567
陕郡	(陝郡)	12211	0567
陕原	(陝原)	12212	0567
陕中县	(陝中縣)	12213	0567
陕西路	(陝西路)	12214	0568
陕西布政使司	(陝西布政使司)	12215	0568
陕西行都指挥使司	(陝西行都指揮使司)	12216	0568
陕西等处行中书省	(陝西等處行中書省)	12217	0568
陕西四川等处行中书省	(陝西四川等處行中書省)	12218	0568
降水		12219	0568
降圣州	(降聖州)	12220	0568
降昆县	(降昆縣)	12221	0568
限门寨	(限門寨)	12222	0568
妹邑		12223	0568
妹子山		12224	0568
姑苏	(姑蘇)	12225	0568
姑妹		12226	0568
姑末		12227	0568
姑苏山	(姑蘇山)	12228	0568
姑苏台	(姑蘇台)	12229	0568
姑复县	(姑复縣)	12230	0568
姑射山		12231	0568
姑密邑		12232	0568
姑蔑邑		12233	0568
姑幕县	(姑幕縣)	12234	0569
姑臧县	(姑臧縣)	12235	0569
姑墨川		12236	0569
姑墨州		12237	0569
姑墨国	(姑墨國)	12238	0569
姑熟城		12239	0569
姑墨州都督府		12240	0569
始州		12241	0569
始丰县	(始豐縣)	12242	0569
始平县	(始平縣)	12243	0569
始平郡		12244	0569
始兴江	(始興江)	12245	0569
始兴县	(始興縣)	12246	0569
始兴郡	(始興郡)	12247	0569
始宁县	(始寧縣)	12248	0570
始宁郡	(始寧郡)	12249	0570
始宁墅	(始寧墅)	12250	0570
始安县	(始安縣)	12251	0570
始安岭	(始安嶺)	12252	0570
始安郡		12253	0570
始阳县	(始陽縣)	12254	0570
始昌县	(始昌縣)	12255	0570
始昌苑		12256	0570
始建县	(始建縣)	12257	0570
始建国	(始建國)	12258	0570
始新县	(始新縣)	12259	0570
始康县	(始康縣)	12260	0570
始康郡		12261	0570
弩支城		12262	0570
迦布罗	(迦布羅)	12263	0570
迦师城	(迦師城)	12264	0570
参山	(參山)	12265	0570
参合县	(參合縣)	12266	0571
参合陉	(參合陘)	12267	0571
参合陂	(參合陂)	12268	0571
参䜌县	(參䜌縣)	12269	0571
孤山		12270	0571
孤圻		12271	0571
孤邑		12272	0571
孤山堡		12273	0571
孤公戍		12274	0571
孤竹国	(孤竹國)	12275	0571
孤胡国	(孤胡國)	12276	0571
驷望县	(駟望縣)	12277	0571
驺虞城	(騶虞城)	12278	0571
驻跸山	(駐蹕山)	12279	0571
驼涧	(駝澗)	12280	0571
驿马关	(驛馬關)	12281	0571
驿台镇	(驛台鎮)	12282	0571
骀国	(駘國)	12283	0571
骀上邑	(駘上邑)	12284	0571
纻溪	(紵溪)	12285	0571
练固	(練固)	12286	0571
练渎	(練瀆)	12287	0571
练湖	(練湖)	12288	0571
练祁市	(練祁市)	12289	0571
细川	(細川)	12290	0572
细柳	(細柳)	12291	0572
细叶川	(細葉川)	12292	0572
细阳县	(細陽縣)	12293	0572
细浮图寨	(細浮圖寨)	12294	0572
织云	(織云)	12295	0572
织金城	(織金城)	12296	0572
终南山	(終南山)	12297	0572
终南县	(終南縣)	12298	0572
绍庆府	(紹慶府)	12299	0572
绍兴县	(紹興縣)	12300	0572
绍兴府	(紹興府)	12301	0572
绍兴路	(紹興路)	12302	0572
绍熙府	(紹熙府)	12303	0572
绍庆珍州南平等处沿边宣慰司	(紹慶珍州南平等處沿邊宣慰司)	12304	0572
绎邑	(繹邑)	12305	0572
绎幕县	(繹幕縣)	12306	0572
经县	(經縣)	12307	0572
经扶县	(經扶縣)	12308	0572
经城县	(經城縣)	12309	0572
经略军	(經略軍)	12310	0572
孟店		12311	0573
孟亭		12312	0573
孟津		12313	0573
孟渎	(孟瀆)	12314	0573
孟门山	(孟門山)	12315	0573
孟门县	(孟門縣)	12316	0573
孟子山		12317	0573
孟艮府		12318	0573
孟弄州		12319	0573
孟定府		12320	0573
孟定路		12321	0573
孟店镇	(孟店鎮)	12322	0573
孟杰路		12323	0573
孟河城		12324	0573
孟养府	(孟養府)	12325	0573
孟津关	(孟津關)	12326	0573
孟津县	(孟津縣)	12327	0573
孟诸泽	(孟諸澤)	12328	0573
孟绢路	(孟絹路)	12329	0573
孟陵县	(孟陵縣)	12330	0573
孟陵镇	(孟陵鎮)	12331	0573
孟猪泽	(孟豬澤)	12332	0574
孟爱府	(孟愛府)	12333	0574
孟溪堡		12334	0574
孟隆路		12335	0574
孟遮版纳	(孟遮版納)	12336	0574
孟广长官司	(孟廣長官司)	12337	0574
孟连长官司	(孟連長官司)	12338	0574
孟并长官司	(孟幷長官司)	12339	0574
孟养长官司	(孟養長官司)	12340	0574
孟养宣慰司	(孟養宣慰司)	12341	0574
孟琏长官司	(孟璉長官司)	12342	0574
孟密安抚司	(孟密安撫司)	12343	0574
甾县	(甾縣)	12344	0574
甾川国	(甾川國)	12345	0574
甾丘县	(甾丘縣)	12346	0573
沓中		12347	0574
沓氏县	(沓氏縣)	12348	0574
沓屏峰		12349	0574
沓磊驿	(沓磊驛)	12350	0574
贯邑	(貫邑)	12351	0574
贯国	(貫國)	12352	0574
贯洞	(貫洞)	12353	0574
贯保寨	(貫保寨)	12354	0574
承州		12355	0574
承营	(承營)	12356	0574
承乡镇	(承鄉鎮)	12357	0575
承天寺		12358	0575
承天军	(承天軍)	12359	0575
承天府		12360	0575
承化县	(承化縣)	12361	0575
承休县	(承休縣)	12362	0575
承阳县	(承陽縣)	12363	0575
承筐邑		12364	0575
承德州		12365	0575
承德县	(承德縣)	12366	0575
承德府		12367	0575
承天门街	(承天門街)	12368	0575
函山		12369	0575
函州		12370	0575
函邑		12371	0575
函国	(函國)	12372	0575
函陵		12373	0575
函氏邑		12374	0575
函冶邑		12375	0575
函谷关	(函谷關)	12376	0575
函口千户所		12377	0575
珍州		12378	0575
珍州思宁等处长官司	(珍州思寧等處長官司)	12379	0575
珉玉坑		12380	0575
玻璃陂城		12381	0575
毒乐河	(毒樂河)	12382	0576
春州		12383	0576
春明		12384	0576
春申江		12385	0576
春谷县	(春谷縣)	12386	0576
春祺县	(春祺縣)	12387	0576
春源厅	(春源廳)	12388	0576
帮源洞	(幫源洞)	12389	0576
契吴山	(契吳山)	12390	0576
契吴城	(契吳城)	12391	0576
贰邑	(貳邑)	12392	0576
贰师城	(貳師城)	12393	0576
项关	(項關)	12394	0576
项县	(項縣)	12395	0576
项国	(項國)	12396	0576
项城县	(項城縣)	12397	0576
项城阜	(項城阜)	12398	0576
{工虫}县	(虹县、{工虫}縣)	12399	0576
垣县	(垣縣)	12400	0576
垣邑		12401	0576
垣曲县	(垣曲縣)	12402	0576
垣苗城		12403	0576
垣雍邑		12404	0576
城山		12405	0577
城口		12406	0577
城棣		12407	0577
城口村		12408	0577
城口堡		12409	0577
城子驿	(城子驛)	12410	0577
城子崖		12411	0577
城子镇	(城子鎮)	12412	0577
城中县	(城中縣)	12413	0577
城月站		12414	0577
城父县	(城父縣)	12415	0577
城父邑		12416	0577
城平县	(城平縣)	12417	0577
城乐县	(城樂縣)	12418	0577
城阳山	(城陽山)	12419	0577
城阳州	(城陽州)	12420	0577
城阳县	(城陽縣)	12421	0577
城阳邑	(城陽邑)	12422	0577
城阳国	(城陽國)	12423	0577
城阳郡	(城陽郡)	12424	0577
城阶县	(城階縣)	12425	0577
城步县	(城步縣)	12426	0577
城固县	(城固縣)	12427	0577
城武县	(城武縣)	12428	0578
城锄邑	(城鉏邑)	12429	0578
城棣邑		12430	0578
城颍邑	(城潁邑)	12431	0578
城濮邑		12432	0578
城都侯国	(城都侯國)	12433	0578
城陵矶镇	(城陵磯鎮)	12434	0578
垛庄驿	(垛庄驛)	12435	0578
垝津		12436	0578
垓下		12437	0578
垓竿镇	(垓竿鎮)	12438	0578
栅口	(柵口)	12439	0578
栅水	(柵水)	12440	0578
栅城府	(柵城府)	12441	0578
栅渊县	(柵淵縣)	12442	0578
柳下		12443	0578
柳州		12444	0578
柳陈	(柳陳)	12445	0578
柳城		12446	0578
柳桥	(柳橋)	12447	0578
柳浦		12448	0578
柳营	(柳營)	12449	0578
柳子寨		12450	0578
柳中县	(柳中縣)	12451	0578
柳中城		12452	0578
柳市镇	(柳市鎮)	12453	0579
柳州市		12454	0579
柳州府		12455	0579
柳州路		12456	0579
柳江县	(柳江縣)	12457	0579
柳条边	(柳條邊)	12458	0579
柳沟卫	(柳溝衛)	12459	0579
柳林村		12460	0579
柳林城		12461	0579
柳林集		12462	0579
柳林堡		12463	0579
柳岭县	(柳嶺縣)	12464	0579
柳侯国	(柳侯國)	12465	0579
柳河县	(柳河縣)	12466	0579
柳河馆	(柳河館)	12467	0579
柳城军	(柳城軍)	12468	0579
柳城县	(柳城縣)	12469	0579
柳城郡		12470	0579
柳泉驿	(柳泉驛)	12471	0579
柳泉镇	(柳泉鎮)	12472	0579
柳埠镇	(柳埠鎮)	12473	0579
柳营江	(柳營江)	12474	0580
柳强镇	(柳強鎮)	12475	0580
柳溪亭		12476	0580
柳追和城		12477	0580
柳泉侯国	(柳泉侯國)	12478	0580
柳营江城	(柳營江城)	12479	0580
柳沟千户所	(柳溝千户所)	12480	0580
柯邑		12481	0580
柯亭		12482	0580
柯散		12483	0580
柯提		12484	0580
柯阴县	(柯陰縣)	12485	0580
柯桥镇	(柯橋鎮)	12486	0580
柸溪		12487	0580
柤中		12488	0580
柤邑		12489	0580
相州		12490	0580
相县	(相縣)	12491	0580
相邑		12492	0580
相田市		12493	0580
相安镇	(相安鎮)	12494	0580
相如县	(相如縣)	12495	0580
相里站		12496	0580
相国寺	(相國寺)	12497	0581
樍县	(樍縣)	12498	0581
樍邑		12499	0581
樍道		12500	0581
柞山		12501	0581
柞溪水		12502	0581
柘州		12503	0581
柘县	(柘縣)	12504	0581
柘林		12505	0581
柘洋		12506	0581
柘支城		12507	0581
柘折城		12508	0581
柘矶镇	(柘磯鎮)	12509	0581
柘林县	(柘林縣)	12510	0581
柘林郡		12511	0581
柘林寨		12512	0581
柘林澳		12513	0581
柘城县	(柘城縣)	12514	0581
柘荣县	(柘榮縣)	12515	0581
柘皋镇	(柘皋鎮)	12516	0581
柏谷		12517	0581
柏国	(柏國)	12518	0581
柏举	(柏舉)	12519	0582
柏海		12520	0582
柏人县	(柏人縣)	12521	0582
柏人邑		12522	0582
柏乡县	(柏鄉縣)	12523	0582
柏井城		12524	0582
柏仁县	(柏仁縣)	12525	0582
柏兴州	(柏興州)	12526	0582
柏兴府	(柏興府)	12527	0582
柏坊站		12528	0582
柏谷山		12529	0582
柏谷坞	(柏谷塢)	12530	0582
柏谷城		12531	0582
柏崖山		12532	0582
柏崖仓	(柏崖倉)	12533	0582
柏肆坞	(柏肆塢)	12534	0582
柏梁台		12535	0582
柏壁城		12536	0582
柏乡侯国	(柏鄉侯國)	12537	0582
柏兴千户所	(柏興千户所)	12538	0582
枹罕县	(枹罕縣)	12539	0582
枹罕郡		12540	0582
枹罕镇	(枹罕鎮)	12541	0583
栎邑	(櫟邑)	12542	0583
栎头镇	(櫟頭鎮)	12543	0583
栎阳戍	(櫟陽戍)	12544	0583
栎阳县	(櫟陽縣)	12545	0583
栎阳邑	(櫟陽邑)	12546	0583
柱子崮		12547	0583
柿林县	(柿林縣)	12548	0583
柽邑	(檉邑)	12549	0583
树佛寺	(樹佛寺)	12550	0583
树枝水	(樹枝水)	12551	0583
树敦城	(樹敦城)	12552	0583
政州		12553	0583
政和圩		12554	0583
政和县	(政和縣)	12555	0583
政宾县	(政賓縣)	12556	0583
故市		12557	0583
故关	(故關)	12558	0583
故驿	(故驛)	12559	0583
故道		12560	0583
故墅		12561	0583
故镇	(故鎮)	12562	0583
故市县	(故市縣)	12563	0584
故安县	(故安縣)	12564	0584
故阳里	(故陽里)	12565	0584
故城县	(故城縣)	12566	0584
故城镇	(故城鎮)	12567	0584
故埠镇	(故埠鎮)	12568	0584
故道水		12569	0584
故道县	(故道縣)	12570	0584
故鄣县	(故鄣縣)	12571	0584
故且兰县	(故且蘭縣)	12572	0584
胡苏	(胡蘇)	12573	0584
胡国	(胡國)	12574	0584
胡城		12575	0584
胡亭		12576	0584
胡墅		12577	0584
胡卢碛	(胡盧磧)	12578	0584
胡奴阜		12579	0584
胡阳县	(胡陽縣)	12580	0584
胡苏县	(胡蘇縣)	12581	0584
胡谷堡		12582	0584
胡良津		12583	0584
胡陈站	(胡陳站)	12584	0584
胡陈镇	(胡陳鎮)	12585	0584
胡岭关	(胡嶺關)	12586	0584
胡林站		12587	0584
胡凯山	(胡凱山)	12588	0585
胡空堡		12589	0585
胡柳陂		12590	0585
胡原县	(胡原縣)	12591	0585
胡逗洲		12592	0585
胡浪山		12593	0585
胡家营	(胡家營)	12594	0585
胡陵邑		12595	0585
胡梁津		12596	0585
胡密国	(胡密國)	12597	0585
胡镇村	(胡鎮村)	12598	0585
胡熟县	(胡熟縣)	12599	0585
胡壁镇	(胡壁鎮)	12600	0585
胡里改路		12601	0585
胡实健国	(胡實健國)	12602	0585
胡洛盐池	(胡洛鹽池)	12603	0585
胡孰侯国	(胡孰侯國)	12604	0585
封山		12605	0585
封州		12606	0585
封江		12607	0585
封桥	(封橋)	12608	0585
封嵎		12609	0585
封山县	(封山縣)	12610	0585
封山郡		12611	0585
封川县	(封川縣)	12612	0586
封开县	(封開縣)	12613	0586
封父国	(封父國)	12614	0586
封平县	(封平縣)	12615	0586
封龙山	(封龍山)	12616	0586
封龙邑	(封龍邑)	12617	0586
封田城		12618	0586
封丘县	(封丘縣)	12619	0586
封乐县	(封樂縣)	12620	0586
封州路		12621	0586
封兴县	(封興縣)	12622	0586
封阳县	(封陽縣)	12623	0586
封谷邑		12624	0586
封陆邑	(封陸邑)	12625	0586
封陵县	(封陵縣)	12626	0586
封陵邑		12627	0586
封陵渡		12628	0586
封禅寺	(封禪寺)	12629	0586
封溪水		12630	0586
封溪县	(封溪縣)	12631	0586
封斯侯国	(封斯侯國)	12632	0586
封门千户所	(封門千户所)	12633	0586
荆		12634	0586
荆山		12635	0586
荆台		12636	0587
荆州		12637	0587
荆江		12638	0587
荆村		12639	0587
荆南		12640	0587
荆溪		12641	0587
荆山县	(荆山縣)	12642	0587
荆山洪		12643	0587
荆山郡		12644	0587
荆门山	(荆門山)	12645	0587
荆门军	(荆門軍)	12646	0587
荆门州	(荆門州)	12647	0587
荆门县	(荆門縣)	12648	0587
荆门府	(荆門府)	12649	0587
荆门城	(荆門城)	12650	0588
荆门站	(荆門站)	12651	0588
荆州府		12652	0588
荆江口		12653	0588
荆阳县	(荆陽縣)	12654	0588
荆南山		12655	0588
荆轲城	(荆軻城)	12656	0588
