# 中国·国家地名信息库 行政区划代码（数据截止日期为2025年12月31日）
# https://dmfw.mca.gov.cn/XzqhVersionPublish.html
#
# name	code	level	type	children
# -	00	0		34

荷田乡	430524207	4		
山界回族乡	430524212	4		
洞口县	430525	3	县	0
洞口县	430525000	3		
文昌街道	430525001	4		
雪峰街道	430525002	4		
花古街道	430525003	4		
江口镇	430525101	4		
毓兰镇	430525102	4		
高沙镇	430525103	4		
竹市镇	430525104	4		
石江镇	430525105	4		
黄桥镇	430525106	4		
山门镇	430525107	4		
醪田镇	430525108	4		
花园镇	430525109	4		
岩山镇	430525110	4		
水东镇	430525111	4		
杨林镇	430525112	4		
石柱镇	430525113	4		
月溪镇	430525114	4		
古楼乡	430525201	4		
长塘瑶族乡	430525202	4		
𦰡溪瑶族乡	430525203	4		
渣坪乡	430525205	4		
桐山乡	430525211	4		
大屋瑶族乡	430525212	4		
绥宁县	430527	3	县	0
绥宁县	430527000	3		
长铺镇	430527100	4		
武阳镇	430527101	4		
李熙桥镇	430527102	4		
红岩镇	430527103	4		
唐家坊镇	430527104	4		
金屋塘镇	430527105	4		
瓦屋塘镇	430527106	4		
黄土矿镇	430527107	4		
东山侗族乡	430527200	4		
鹅公岭侗族苗族乡	430527201	4		
寨市苗族侗族乡	430527203	4		
乐安铺苗族侗族乡	430527204	4		
关峡苗族乡	430527206	4		
长铺子苗族侗族乡	430527207	4		
麻塘苗族瑶族乡	430527210	4		
河口苗族乡	430527212	4		
水口乡	430527217	4		
新宁县	430528	3	县	0
新宁县	430528000	3		
水庙镇	430528101	4		
崀山镇	430528102	4		
黄龙镇	430528104	4		
高桥镇	430528105	4		
回龙寺镇	430528106	4		
一渡水镇	430528107	4		
马头桥镇	430528108	4		
金石镇	430528109	4		
黄金瑶族乡	430528200	4		
麻林瑶族乡	430528201	4		
万塘乡	430528203	4		
清江桥乡	430528204	4		
安山乡	430528205	4		
丰田乡	430528206	4		
巡田乡	430528208	4		
靖位乡	430528209	4		
城步苗族自治县	430529	3	自治县	0
城步苗族自治县	430529000	3		
儒林镇	430529100	4		
茅坪镇	430529101	4		
西岩镇	430529102	4		
丹口镇	430529103	4		
五团镇	430529104	4		
长安营镇	430529106	4		
白毛坪镇	430529107	4		
威溪乡	430529200	4		
兰蓉乡	430529203	4		
汀坪乡	430529204	4		
蒋坊乡	430529205	4		
金紫乡	430529206	4		
武冈市	430581	3	县级市	0
武冈市	430581000	3		
辕门口街道	430581001	4		
迎春亭街道	430581002	4		
法相岩街道	430581003	4		
水西门街道	430581004	4		
邓元泰镇	430581100	4		
湾头桥镇	430581101	4		
文坪镇	430581102	4		
荆竹铺镇	430581103	4		
稠树塘镇	430581104	4		
邓家铺镇	430581105	4		
龙溪镇	430581106	4		
司马冲镇	430581107	4		
秦桥镇	430581108	4		
大甸镇	430581109	4		
双牌镇	430581110	4		
马坪乡	430581204	4		
晏田乡	430581205	4		
水浸坪乡	430581207	4		
邵东市	430582	3	县级市	0
邵东市	430582000	3		
两市塘街道	430582001	4		
宋家塘街道	430582002	4		
大禾塘街道	430582003	4		
牛马司镇	430582101	4		
廉桥镇	430582102	4		
火厂坪镇	430582103	4		
仙槎桥镇	430582104	4		
佘田桥镇	430582105	4		
砂石镇	430582106	4		
团山镇	430582107	4		
灵官殿镇	430582108	4		
九龙岭镇	430582109	4		
流光岭镇	430582110	4		
流泽镇	430582111	4		
魏家桥镇	430582112	4		
杨桥镇	430582113	4		
水东江镇	430582114	4		
野鸡坪镇	430582115	4		
黑田铺镇	430582116	4		
简家陇镇	430582117	4		
界岭镇	430582118	4		
双凤乡	430582201	4		
周官桥乡	430582202	4		
堡面前乡	430582203	4		
斫𥕢乡	430582204	4		
岳阳市	4306	2	地级市	9
岳阳市	430600000	2		
岳阳楼区	430602	3	市辖区	0
岳阳楼区	430602000	3		
岳阳楼街道	430602001	4		
三眼桥街道	430602002	4		
吕仙亭街道	430602003	4		
金鹗山街道	430602004	4		
东茅岭街道	430602005	4		
五里牌街道	430602006	4		
望岳路街道	430602007	4		
城陵矶街道	430602008	4		
枫桥湖街道	430602009	4		
奇家岭街道	430602010	4		
洛王街道	430602012	4		
站前路街道	430602014	4		
王家河街道	430602015	4		
湖滨街道	430602016	4		
南湖街道	430602017	4		
求索街道	430602018	4		
梅溪街道	430602020	4		
西塘镇	430602100	4		
郭镇乡	430602201	4		
康王乡	430602202	4		
云溪区	430603	3	市辖区	0
云溪区	430603000	3		
长岭街道	430603001	4		
云溪街道	430603002	4		
松杨湖街道	430603003	4		
陆城镇	430603101	4		
路口镇	430603102	4		
君山区	430611	3	市辖区	0
君山区	430611000	3		
柳林洲街道	430611002	4		
广兴洲镇	430611101	4		
许市镇	430611102	4		
钱粮湖镇	430611103	4		
良心堡镇	430611104	4		
岳阳县	430621	3	县	0
岳阳县	430621000	3		
荣家湾街道	430621001	4		
麻塘街道	430621002	4		
黄沙街镇	430621104	4		
新墙镇	430621105	4		
柏祥镇	430621106	4		
筻口镇	430621107	4		
公田镇	430621108	4		
毛田镇	430621109	4		
月田镇	430621110	4		
张谷英镇	430621111	4		
新开镇	430621112	4		
步仙镇	430621113	4		
杨林街镇	430621114	4		
中洲乡	430621202	4		
长湖乡	430621203	4		
华容县	430623	3	县	0
华容县	430623000	3		
三封寺镇	430623101	4		
治河渡镇	430623102	4		
北景港镇	430623103	4		
鲇鱼须镇	430623104	4		
万庾镇	430623106	4		
梅田湖镇	430623109	4		
插旗镇	430623110	4		
注滋口镇	430623111	4		
操军镇	430623112	4		
东山镇	430623113	4		
章华镇	430623114	4		
禹山镇	430623115	4		
新河乡	430623201	4		
团洲乡	430623207	4		
湘阴县	430624	3	县	0
湘阴县	430624000	3		
文星街道	430624001	4		
东塘镇	430624101	4		
樟树镇	430624104	4		
鹤龙湖镇	430624105	4		
新泉镇	430624107	4		
南湖洲镇	430624111	4		
岭北镇	430624114	4		
湘滨镇	430624115	4		
三塘镇	430624117	4		
静河镇	430624120	4		
石塘镇	430624124	4		
洋沙湖镇	430624125	4		
金龙镇	430624126	4		
六塘乡	430624201	4		
杨林寨乡	430624217	4		
平江县	430626	3	县	0
平江县	430626000	3		
汉昌街道	430626001	4		
天岳街道	430626002	4		
安定镇	430626101	4		
三市镇	430626102	4		
加义镇	430626103	4		
长寿镇	430626104	4		
龙门镇	430626105	4		
虹桥镇	430626106	4		
南江镇	430626107	4		
梅仙镇	430626108	4		
浯口镇	430626109	4		
瓮江镇	430626110	4		
伍市镇	430626111	4		
向家镇	430626112	4		
童市镇	430626113	4		
岑川镇	430626114	4		
福寿山镇	430626115	4		
上塔市镇	430626116	4		
石牛寨镇	430626117	4		
余坪镇	430626118	4		
三阳乡	430626200	4		
木金乡	430626205	4		
板江乡	430626208	4		
大洲乡	430626209	4		
三墩乡	430626211	4		
汨罗市	430681	3	县级市	0
汨罗市	430681000	3		
天问街道	430681001	4		
归义街道	430681002	4		
新市街道	430681003	4		
汨罗镇	430681101	4		
古培镇	430681103	4		
白水镇	430681104	4		
川山坪镇	430681105	4		
弼时镇	430681107	4		
大荆镇	430681111	4		
桃林寺镇	430681112	4		
三江镇	430681113	4		
屈子祠镇	430681118	4		
白塘镇	430681119	4		
河市镇	430681120	4		
营田镇	430681121	4		
罗江镇	430681124	4		
神鼎山镇	430681126	4		
长乐镇	430681127	4		
凤凰乡	430681215	4		
临湘市	430682	3	县级市	0
临湘市	430682000	3		
长安街道	430682001	4		
桃矿街道	430682003	4		
五里牌街道	430682004	4		
云湖街道	430682006	4		
忠防镇	430682101	4		
聂市镇	430682103	4		
江南镇	430682105	4		
羊楼司镇	430682106	4		
桃林镇	430682107	4		
长塘镇	430682108	4		
白羊田镇	430682109	4		
詹桥镇	430682110	4		
黄盖镇	430682113	4		
坦渡镇	430682114	4		
常德市	4307	2	地级市	9
常德市	430700000	2		
武陵区	430702	3	市辖区	0
武陵区	430702000	3		
启明街道	430702001	4		
府坪街道	430702002	4		
穿紫河街道	430702003	4		
丹阳街道	430702004	4		
白马湖街道	430702005	4		
长庚街道	430702006	4		
南坪街道	430702007	4		
东江街道	430702008	4		
永安街道	430702009	4		
芙蓉街道	430702010	4		
芷兰街道	430702011	4		
德山街道	430702012	4		
柳叶湖街道	430702013	4		
七里桥街道	430702014	4		
樟木桥街道	430702015	4		
河洑镇	430702100	4		
白鹤镇	430702104	4		
芦荻山乡	430702200	4		
丹洲乡	430702204	4		
鼎城区	430703	3	市辖区	0
鼎城区	430703000	3		
玉霞街道	430703001	4		
红云街道	430703002	4		
郭家铺街道	430703003	4		
斗姆湖街道	430703004	4		
金凤街道	430703005	4		
龙泉街道	430703006	4		
灌溪街道	430703007	4		
蒿子港镇	430703101	4		
中河口镇	430703102	4		
十美堂镇	430703103	4		
牛鼻滩镇	430703104	4		
韩公渡镇	430703105	4		
石公桥镇	430703106	4		
镇德桥镇	430703107	4		
周家店镇	430703108	4		
双桥坪镇	430703110	4		
蔡家岗镇	430703112	4		
草坪镇	430703114	4		
谢家铺镇	430703116	4		
黄土店镇	430703117	4		
尧天坪镇	430703118	4		
花岩溪镇	430703119	4		
石板滩镇	430703121	4		
石门桥镇	430703122	4		
祝丰镇	430703123	4		
许家桥回族维吾尔族乡	430703204	4		
安乡县	430721	3	县	0
安乡县	430721000	3		
深柳镇	430721100	4		
黄山头镇	430721102	4		
下渔口镇	430721105	4		
大鲸港镇	430721108	4		
官垱镇	430721109	4		
陈家嘴镇	430721110	4		
三岔河镇	430721111	4		
大湖口镇	430721112	4		
安障乡	430721201	4		
安全乡	430721205	4		
安丰乡	430721208	4		
安康乡	430721210	4		
汉寿县	430722	3	县	0
汉寿县	430722000	3		
辰阳街道	430722001	4		
龙阳街道	430722002	4		
沧浪街道	430722003	4		
株木山街道	430722004	4		
蒋家嘴镇	430722101	4		
岩汪湖镇	430722102	4		
坡头镇	430722103	4		
酉港镇	430722104	4		
洲口镇	430722105	4		
罐头嘴镇	430722106	4		
沧港镇	430722107	4		
朱家铺镇	430722108	4		
太子庙镇	430722109	4		
崔家桥镇	430722111	4		
军山铺镇	430722112	4		
百禄桥镇	430722113	4		
西湖镇	430722114	4		
洋淘湖镇	430722115	4		
丰家铺镇	430722116	4		
龙潭桥镇	430722117	4		
聂家桥乡	430722205	4		
毛家滩回族维吾尔族乡	430722206	4		
西洲乡	430722217	4		
澧县	430723	3	县	0
澧县	430723000	3		
澧西街道	430723001	4		
澧阳街道	430723002	4		
澧浦街道	430723003	4		
澧澹街道	430723004	4		
城头山镇	430723101	4		
小渡口镇	430723102	4		
梦溪镇	430723103	4		
复兴镇	430723104	4		
盐井镇	430723105	4		
大堰垱镇	430723107	4		
王家厂镇	430723108	4		
金罗镇	430723109	4		
码头铺镇	430723110	4		
甘溪滩镇	430723112	4		
火连坡镇	430723113	4		
澧南镇	430723114	4		
如东镇	430723115	4		
涔南镇	430723116	4		
官垸镇	430723117	4		
临澧县	430724	3	县	0
临澧县	430724000	3		
安福街道	430724001	4		
望城街道	430724002	4		
合口镇	430724101	4		
新安镇	430724102	4		
佘市桥镇	430724103	4		
太浮镇	430724104	4		
四新岗镇	430724105	4		
停弦渡镇	430724106	4		
修梅镇	430724107	4		
烽火乡	430724204	4		
刻木山乡	430724209	4		
桃源县	430725	3	县	0
桃源县	430725000	3		
漳江街道	430725001	4		
浔阳街道	430725002	4		
陬市镇	430725101	4		
盘塘镇	430725102	4		
热市镇	430725103	4		
黄石镇	430725104	4		
漆河镇	430725105	4		
理公港镇	430725106	4		
观音寺镇	430725107	4		
龙潭镇	430725108	4		
三阳港镇	430725109	4		
剪市镇	430725110	4		
茶庵铺镇	430725111	4		
西安镇	430725112	4		
沙坪镇	430725113	4		
桃花源镇	430725114	4		
架桥镇	430725115	4		
马鬃岭镇	430725116	4		
夷望溪镇	430725117	4		
杨溪桥镇	430725118	4		
郑家驿镇	430725119	4		
双溪口镇	430725120	4		
牛车河镇	430725121	4		
九溪镇	430725122	4		
木塘垸镇	430725123	4		
佘家坪镇	430725124	4		
青林回族维吾尔族乡	430725200	4		
枫树维吾尔族回族乡	430725202	4		
泥窝潭乡	430725216	4		
石门县	430726	3	县	0
石门县	430726000	3		
楚江街道	430726001	4		
永兴街道	430726002	4		
宝峰街道	430726003	4		
二都街道	430726004	4		
蒙泉镇	430726101	4		
夹山镇	430726102	4		
易家渡镇	430726103	4		
新关镇	430726104	4		
皂市镇	430726105	4		
维新镇	430726106	4		
太平镇	430726107	4		
磨市镇	430726108	4		
壶瓶山镇	430726109	4		
南北镇	430726110	4		
白云镇	430726111	4		
子良镇	430726112	4		
新铺镇	430726113	4		
三圣乡	430726203	4		
所街乡	430726205	4		
雁池乡	430726206	4		
罗坪乡	430726207	4		
津市市	430781	3	县级市	0
津市市	430781000	3		
三洲驿街道	430781001	4		
汪家桥街道	430781002	4		
襄阳街街道	430781003	4		
金鱼岭街道	430781004	4		
嘉山街道	430781005	4		
新洲镇	430781100	4		
药山镇	430781101	4		
毛里湖镇	430781102	4		
白衣镇	430781103	4		
张家界市	4308	2	地级市	4
张家界市	430800000	2		
永定区	430802	3	市辖区	0
永定区	430802000	3		
永定街道	430802001	4		
大庸桥街道	430802002	4		
西溪坪街道	430802003	4		
官黎坪街道	430802004	4		
崇文街道	430802005	4		
南庄坪街道	430802006	4		
新桥镇	430802100	4		
茅岩河镇	430802101	4		
教字垭镇	430802102	4		
天门山镇	430802103	4		
沅古坪镇	430802104	4		
尹家溪镇	430802105	4		
王家坪镇	430802108	4		
三家馆乡	430802201	4		
合作桥乡	430802204	4		
谢家垭乡	430802206	4		
罗塔坪乡	430802208	4		
罗水乡	430802209	4		
桥头乡	430802210	4		
四都坪乡	430802212	4		
武陵源区	430811	3	市辖区	0
武陵源区	430811000	3		
军地坪街道	430811004	4		
锣鼓塔街道	430811005	4		
协合乡	430811201	4		
中湖乡	430811202	4		
慈利县	430821	3	县	0
慈利县	430821000	3		
零阳街道	430821001	4		
金慈街道	430821002	4		
岩泊渡镇	430821101	4		
溪口镇	430821102	4		
东岳观镇	430821103	4		
通津铺镇	430821104	4		
杉木桥镇	430821105	4		
象市镇	430821106	4		
江垭镇	430821107	4		
苗市镇	430821108	4		
高桥镇	430821110	4		
广福桥镇	430821112	4		
零溪镇	430821113	4		
二坊坪镇	430821114	4		
三合镇	430821115	4		
龙潭河镇	430821116	4		
南山坪乡	430821200	4		
洞溪乡	430821202	4		
杨柳铺乡	430821209	4		
三官寺土家族乡	430821211	4		
高峰土家族乡	430821212	4		
许家坊土家族乡	430821213	4		
金岩土家族乡	430821214	4		
赵家岗土家族乡	430821215	4		
阳和土家族乡	430821217	4		
甘堰土家族乡	430821218	4		
桑植县	430822	3	县	0
桑植县	430822000	3		
澧源镇	430822100	4		
瑞塔铺镇	430822101	4		
官地坪镇	430822102	4		
凉水口镇	430822103	4		
龙潭坪镇	430822104	4		
五道水镇	430822105	4		
陈家河镇	430822106	4		
廖家村镇	430822107	4		
利福塔镇	430822108	4		
人潮溪镇	430822109	4		
八大公山镇	430822110	4		
桥自弯镇	430822111	4		
空壳树乡	430822200	4		
竹叶坪乡	430822202	4		
走马坪白族乡	430822203	4		
刘家坪白族乡	430822207	4		
芙蓉桥白族乡	430822208	4		
马合口白族乡	430822210	4		
洪家关白族乡	430822213	4		
沙塔坪乡	430822216	4		
河口乡	430822224	4		
上河溪乡	430822225	4		
上洞街乡	430822228	4		
益阳市	4309	2	地级市	6
益阳市	430900000	2		
资阳区	430902	3	市辖区	0
资阳区	430902000	3		
大码头街道	430902001	4		
汽车路街道	430902003	4		
长春镇	430902100	4		
新桥河镇	430902101	4		
迎风桥镇	430902102	4		
沙头镇	430902104	4		
茈湖口镇	430902105	4		
张家塞乡	430902203	4		
赫山区	430903	3	市辖区	0
赫山区	430903000	3		
赫山街道	430903001	4		
桃花仑街道	430903002	4		
金银山街道	430903003	4		
会龙山街道	430903004	4		
鱼形山街道	430903005	4		
龙光桥街道	430903006	4		
朝阳街道	430903007	4		
兰溪镇	430903100	4		
八字哨镇	430903101	4		
泉交河镇	430903103	4		
欧江岔镇	430903104	4		
沧水铺镇	430903105	4		
衡龙桥镇	430903106	4		
岳家桥镇	430903107	4		
泥江口镇	430903108	4		
新市渡镇	430903110	4		
谢林港镇	430903111	4		
笔架山乡	430903203	4		
南县	430921	3	县	0
南县	430921000	3		
南洲镇	430921100	4		
华阁镇	430921101	4		
明山头镇	430921102	4		
青树嘴镇	430921103	4		
三仙湖镇	430921104	4		
茅草街镇	430921105	4		
厂窖镇	430921106	4		
武圣宫镇	430921107	4		
麻河口镇	430921108	4		
浪拔湖镇	430921125	4		
中鱼口镇	430921126	4		
金盆镇	430921127	4		
北洲子镇	430921128	4		
河坝镇	430921129	4		
乌嘴乡	430921201	4		
桃江县	430922	3	县	0
桃江县	430922000	3		
桃花江镇	430922100	4		
修山镇	430922101	4		
三堂街镇	430922102	4		
鸬鹚渡镇	430922103	4		
大栗港镇	430922104	4		
武潭镇	430922105	4		
马迹塘镇	430922106	4		
石牛江镇	430922107	4		
牛田镇	430922108	4		
松木塘镇	430922109	4		
灰山港镇	430922111	4		
沾溪镇	430922112	4		
高桥镇	430922119	4		
浮邱山乡	430922202	4		
鲊埠回族乡	430922208	4		
安化县	430923	3	县	0
安化县	430923000	3		
东坪镇	430923100	4		
清塘铺镇	430923101	4		
梅城镇	430923102	4		
仙溪镇	430923103	4		
大福镇	430923104	4		
长塘镇	430923105	4		
小淹镇	430923106	4		
江南镇	430923107	4		
羊角塘镇	430923108	4		
冷市镇	430923109	4		
马路镇	430923110	4		
奎溪镇	430923111	4		
烟溪镇	430923112	4		
渠江镇	430923113	4		
平口镇	430923114	4		
柘溪镇	430923115	4		
乐安镇	430923116	4		
滔溪镇	430923117	4		
龙塘镇	430923123	4		
高明乡	430923200	4		
田庄乡	430923209	4		
南金乡	430923211	4		
古楼乡	430923212	4		
沅江市	430981	3	县级市	0
沅江市	430981000	3		
琼湖街道	430981006	4		
胭脂湖街道	430981007	4		
南大膳镇	430981100	4		
黄茅洲镇	430981101	4		
四季红镇	430981102	4		
阳罗洲镇	430981103	4		
草尾镇	430981104	4		
泗湖山镇	430981105	4		
共华镇	430981106	4		
南嘴镇	430981107	4		
新湾镇	430981108	4		
茶盘洲镇	430981110	4		
千山红镇	430981111	4		
郴州市	4310	2	地级市	11
郴州市	431000000	2		
北湖区	431002	3	市辖区	0
北湖区	431002000	3		
人民路街道	431002001	4		
北湖街道	431002002	4		
燕泉街道	431002003	4		
下湄桥街道	431002004	4		
郴江街道	431002005	4		
骆仙街道	431002006	4		
增福街道	431002007	4		
涌泉街道	431002008	4		
石盖塘街道	431002009	4		
安和街道	431002010	4		
华塘镇	431002101	4		
鲁塘镇	431002102	4		
仰天湖瑶族乡	431002209	4		
保和瑶族乡	431002210	4		
苏仙区	431003	3	市辖区	0
苏仙区	431003000	3		
苏仙岭街道	431003001	4		
南塔街道	431003002	4		
白鹿洞街道	431003003	4		
王仙岭街道	431003004	4		
卜里坪街道	431003005	4		
观山洞街道	431003006	4		
白露塘镇	431003101	4		
良田镇	431003102	4		
栖凤渡镇	431003103	4		
坳上镇	431003104	4		
五盖山镇	431003108	4		
五里牌镇	431003110	4		
许家洞镇	431003111	4		
飞天山镇	431003112	4		
桂阳县	431021	3	县	0
桂阳县	431021000	3		
龙潭街道	431021001	4		
鹿峰街道	431021002	4		
黄沙坪街道	431021003	4		
仁义镇	431021102	4		
太和镇	431021103	4		
洋市镇	431021104	4		
和平镇	431021105	4		
流峰镇	431021106	4		
塘市镇	431021107	4		
莲塘镇	431021108	4		
荷叶镇	431021110	4		
方元镇	431021111	4		
樟市镇	431021112	4		
敖泉镇	431021113	4		
正和镇	431021114	4		
舂陵江镇	431021116	4		
雷坪镇	431021122	4		
四里镇	431021123	4		
欧阳海镇	431021124	4		
浩塘镇	431021125	4		
桥市乡	431021209	4		
白水瑶族乡	431021226	4		
宜章县	431022	3	县	0
宜章县	431022000	3		
白石渡镇	431022101	4		
梅田镇	431022104	4		
黄沙镇	431022106	4		
迎春镇	431022107	4		
一六镇	431022108	4		
栗源镇	431022109	4		
岩泉镇	431022110	4		
玉溪镇	431022111	4		
瑶岗仙镇	431022112	4		
杨梅山镇	431022113	4		
笆篱镇	431022114	4		
五岭镇	431022115	4		
里田镇	431022116	4		
天塘镇	431022117	4		
浆水乡	431022201	4		
长村乡	431022202	4		
莽山瑶族乡	431022205	4		
关溪乡	431022208	4		
赤石乡	431022212	4		
永兴县	431023	3	县	0
永兴县	431023000	3		
便江街道	431023001	4		
湘阴渡街道	431023002	4		
马田镇	431023101	4		
金龟镇	431023104	4		
柏林镇	431023105	4		
鲤鱼塘镇	431023106	4		
悦来镇	431023108	4		
黄泥镇	431023111	4		
樟树镇	431023112	4		
太和镇	431023113	4		
油麻镇	431023115	4		
高亭司镇	431023116	4		
洋塘乡	431023203	4		
大布江乡	431023214	4		
龙形市乡	431023215	4		
七甲乡	431023216	4		
嘉禾县	431024	3	县	0
嘉禾县	431024000	3		
塘村镇	431024102	4		
袁家镇	431024103	4		
行廊镇	431024104	4		
龙潭镇	431024106	4		
石桥镇	431024107	4		
珠泉镇	431024108	4		
坦坪镇	431024110	4		
广发镇	431024111	4		
晋屏镇	431024120	4		
普满乡	431024201	4		
临武县	431025	3	县	0
临武县	431025000	3		
金江镇	431025101	4		
南强镇	431025105	4		
麦市镇	431025109	4		
楚江镇	431025110	4		
香花镇	431025111	4		
舜峰镇	431025112	4		
汾市镇	431025113	4		
水东镇	431025114	4		
武水镇	431025115	4		
花塘乡	431025208	4		
万水乡	431025211	4		
镇南乡	431025214	4		
西山瑶族乡	431025217	4		
汝城县	431026	3	县	0
汝城县	431026000	3		
热水镇	431026102	4		
泉水镇	431026104	4		
大坪镇	431026106	4		
三江口镇	431026107	4		
卢阳镇	431026108	4		
马桥镇	431026110	4		
暖水镇	431026111	4		
土桥镇	431026112	4		
井坡镇	431026113	4		
南洞乡	431026207	4		
濠头乡	431026209	4		
集益乡	431026215	4		
延寿瑶族乡	431026216	4		
文明瑶族乡	431026217	4		
桂东县	431027	3	县	0
桂东县	431027000	3		
沙田镇	431027101	4		
清泉镇	431027102	4		
大塘镇	431027103	4		
四都镇	431027104	4		
沤江镇	431027105	4		
寨前镇	431027106	4		
普乐镇	431027107	4		
桥头乡	431027200	4		
新坊乡	431027208	4		
东洛乡	431027210	4		
青山乡	431027213	4		
安仁县	431028	3	县	0
安仁县	431028000	3		
安平镇	431028101	4		
龙海镇	431028102	4		
灵官镇	431028105	4		
永乐江镇	431028106	4		
金紫仙镇	431028107	4		
龙市乡	431028201	4		
渡口乡	431028204	4		
华王乡	431028205	4		
牌楼乡	431028206	4		
平背乡	431028207	4		
承坪乡	431028209	4		
竹山乡	431028210	4		
洋际乡	431028214	4		
资兴市	431081	3	县级市	0
资兴市	431081000	3		
唐洞街道	431081001	4		
东江街道	431081002	4		
滁口镇	431081100	4		
三都镇	431081102	4		
蓼江镇	431081103	4		
兴宁镇	431081105	4		
州门司镇	431081106	4		
黄草镇	431081108	4		
汤溪镇	431081110	4		
白廊镇	431081112	4		
清江镇	431081113	4		
回龙山瑶族乡	431081219	4		
八面山瑶族乡	431081220	4		
永州市	4311	2	地级市	11
永州市	431100000	2		
零陵区	431102	3	市辖区	0
零陵区	431102000	3		
朝阳街道	431102001	4		
南津渡街道	431102002	4		
七里店街道	431102003	4		
徐家井街道	431102004	4		
接履桥街道	431102005	4		
石山脚街道	431102006	4		
水口山镇	431102101	4		
珠山镇	431102102	4		
黄田铺镇	431102103	4		
富家桥镇	431102104	4		
菱角塘镇	431102105	4		
邮亭圩镇	431102106	4		
石岩头镇	431102108	4		
大庆坪乡	431102200	4		
梳子铺乡	431102201	4		
凼底乡	431102203	4		
冷水滩区	431103	3	市辖区	0
冷水滩区	431103000	3		
梅湾街道	431103001	4		
菱角山街道	431103002	4		
肖家园街道	431103003	4		
杨家桥街道	431103004	4		
凤凰街道	431103005	4		
梧桐街道	431103006	4		
珊瑚街道	431103007	4		
曲河街道	431103008	4		
岚角山街道	431103009	4		
仁湾街道	431103010	4		
花桥街镇	431103101	4		
普利桥镇	431103102	4		
牛角坝镇	431103103	4		
高溪市镇	431103104	4		
黄阳司镇	431103105	4		
上岭桥镇	431103106	4		
伊塘镇	431103108	4		
蔡市镇	431103110	4		
杨村甸乡	431103201	4		
东安县	431122	3	县	0
东安县	431122000	3		
白牙市镇	431122100	4		
大庙口镇	431122101	4		
紫溪市镇	431122102	4		
横塘镇	431122103	4		
石期市镇	431122104	4		
井头圩镇	431122105	4		
端桥铺镇	431122106	4		
鹿马桥镇	431122107	4		
芦洪市镇	431122108	4		
新圩江镇	431122109	4		
花桥镇	431122110	4		
大盛镇	431122111	4		
南桥镇	431122112	4		
川岩乡	431122201	4		
水岭乡	431122202	4		
双牌县	431123	3	县	0
双牌县	431123000	3		
泷泊镇	431123100	4		
江村镇	431123101	4		
五里牌镇	431123102	4		
茶林镇	431123103	4		
何家洞镇	431123104	4		
麻江镇	431123105	4		
塘底乡	431123206	4		
上梧江瑶族乡	431123207	4		
理家坪乡	431123208	4		
五星岭乡	431123209	4		
打鼓坪乡	431123210	4		
道县	431124	3	县	0
道县	431124000	3		
濂溪街道	431124001	4		
西洲街道	431124002	4		
上关街道	431124003	4		
营江街道	431124004	4		
东门街道	431124005	4		
富塘街道	431124006	4		
万家庄街道	431124007	4		
梅花镇	431124101	4		
寿雁镇	431124102	4		
仙子脚镇	431124103	4		
清塘镇	431124104	4		
祥霖铺镇	431124105	4		
蚣坝镇	431124106	4		
四马桥镇	431124107	4		
白马渡镇	431124108	4		
柑子园镇	431124109	4		
白芒铺镇	431124111	4		
桥头镇	431124112	4		
乐福堂镇	431124113	4		
审章塘瑶族乡	431124210	4		
横岭瑶族乡	431124212	4		
洪塘营瑶族乡	431124213	4		
江永县	431125	3	县	0
江永县	431125000	3		
潇浦镇	431125100	4		
上江圩镇	431125101	4		
夏层铺镇	431125103	4		
桃川镇	431125104	4		
粗石江镇	431125105	4		
回龙圩镇	431125106	4		
松柏瑶族乡	431125200	4		
千家峒瑶族乡	431125202	4		
兰溪瑶族乡	431125203	4		
源口瑶族乡	431125204	4		
宁远县	431126	3	县	0
宁远县	431126000	3		
文庙街道	431126001	4		
舜陵街道	431126002	4		
桐山街道	431126003	4		
东溪街道	431126004	4		
天堂镇	431126101	4		
水市镇	431126102	4		
湾井镇	431126103	4		
冷水镇	431126104	4		
太平镇	431126105	4		
禾亭镇	431126106	4		
仁和镇	431126107	4		
中和镇	431126108	4		
柏家坪镇	431126109	4		
清水桥镇	431126110	4		
鲤溪镇	431126111	4		
保安镇	431126112	4		
九疑瑶族乡	431126200	4		
五龙山瑶族乡	431126202	4		
棉花坪瑶族乡	431126203	4		
桐木漯瑶族乡	431126204	4		
蓝山县	431127	3	县	0
蓝山县	431127000	3		
塔峰镇	431127100	4		
毛俊镇	431127102	4		
楠市镇	431127103	4		
所城镇	431127104	4		
新圩镇	431127105	4		
土市镇	431127106	4		
太平圩镇	431127107	4		
祠堂圩镇	431127108	4		
汇源瑶族乡	431127200	4		
犁头瑶族乡	431127201	4		
浆洞瑶族乡	431127202	4		
大桥瑶族乡	431127204	4		
荆竹瑶族乡	431127205	4		
湘江源瑶族乡	431127209	4		
新田县	431128	3	县	0
新田县	431128000	3		
龙泉街道	431128001	4		
中山街道	431128002	4		
金陵镇	431128101	4		
骥村镇	431128102	4		
枧头镇	431128103	4		
新圩镇	431128104	4		
石羊镇	431128105	4		
新隆镇	431128106	4		
大坪塘镇	431128108	4		
陶岭镇	431128109	4		
金盆镇	431128110	4		
三井镇	431128111	4		
门楼下瑶族乡	431128202	4		
江华瑶族自治县	431129	3	自治县	0
