# 臺灣華語文能力基準（TBCL）詞語表 （202504版）
# https://coct.naer.edu.tw/page.jsp?ID=41
# 三等七級14,425個詞的詞語表
#
# word	id	bopomofo	pinyin	deng	ji	situation	wfreq	sfreq

監獄	6692	ㄐㄧㄢ ㄩˋ	jiān yù	精熟	第6級		35	30
揀	6693	ㄐㄧㄢˇ	jiǎn	精熟	第6級		8	1
檢測	6694	ㄐㄧㄢˇ ㄘㄜˋ	jiǎn cè	精熟	第6級		9	43
檢察官	6695	ㄐㄧㄢˇ ㄔㄚˊ ㄍㄨㄢ	jiǎn chá guān	精熟	第6級		10	1
簡化	6696	ㄐㄧㄢˇ ㄏㄨㄚˋ	jiǎn huà	精熟	第6級		15	6
減緩	6697	ㄐㄧㄢˇ ㄏㄨㄢˇ	jiǎn huǎn	精熟	第6級		8	21
剪接	6698	ㄐㄧㄢˇ ㄐㄧㄝ	jiǎn jiē	精熟	第6級		7	4
簡潔	6699	ㄐㄧㄢˇ ㄐㄧㄝˊ	jiǎn jié	精熟	第6級		8	3
簡陋	6700	ㄐㄧㄢˇ ㄌㄡˋ	jiǎn lòu	精熟	第6級		7	11
檢視	6701	ㄐㄧㄢˇ ㄕˋ	jiǎn shì	精熟	第6級		33	14
賤	6702	ㄐㄧㄢˋ	jiàn	精熟	第6級		9	1
間2	6703	ㄐㄧㄢˋ	jiàn	精熟	第6級		400	316
間諜	6704	ㄐㄧㄢˋ ㄉㄧㄝˊ	jiàn dié	精熟	第6級		11	2
鑑定	6705	ㄐㄧㄢˋ ㄉㄧㄥˋ	jiàn dìng	精熟	第6級		6	10
間隔	6706	ㄐㄧㄢˋ ㄍㄜˊ	jiàn gé	精熟	第6級		8	3
建構	6707	ㄐㄧㄢˋ ㄍㄡˋ	jiàn gòu	精熟	第6級		49	11
漸進	6708	ㄐㄧㄢˋ ㄐㄧㄣˋ	jiàn jìn	精熟	第6級		5	2
見聞	6709	ㄐㄧㄢˋ ㄨㄣˊ	jiàn wén	精熟	第6級		6	2
見證	6710	ㄐㄧㄢˋ ㄓㄥˋ	jiàn zhèng	精熟	第6級		18	35
僵	6711	ㄐㄧㄤ	jiāng	精熟	第6級		5	1
江湖	6712	ㄐㄧㄤ ㄏㄨˊ	jiāng hú	精熟	第6級		21	3
僵局	6713	ㄐㄧㄤ ㄐㄩˊ	jiāng jú	精熟	第6級		5	7
將軍	6714	ㄐㄧㄤ ㄐㄩㄣ	jiāng jūn	精熟	第6級		129	14
江山	6715	ㄐㄧㄤ ㄕㄢ	jiāng shān	精熟	第6級		12	2
僵硬	6716	ㄐㄧㄤ ㄧㄥˋ	jiāng yìng	精熟	第6級		20	4
講理	6717	ㄐㄧㄤˇ ㄌㄧˇ	jiǎng lǐ	精熟	第6級		7	2
講求	6718	ㄐㄧㄤˇ ㄑㄧㄡˊ	jiǎng qiú	精熟	第6級		10	13
獎賞	6719	ㄐㄧㄤˇ ㄕㄤˇ	jiǎng shǎng	精熟	第6級		10	2
講師	6720	ㄐㄧㄤˇ ㄕ	jiǎng shī	精熟	第6級		7	6
講述	6721	ㄐㄧㄤˇ ㄕㄨˋ	jiǎng shù	精熟	第6級		15	4
獎項	6722	ㄐㄧㄤˇ ㄒㄧㄤˋ	jiǎng xiàng	精熟	第6級		5	4
講座	6723	ㄐㄧㄤˇ ㄗㄨㄛˋ	jiǎng zuò	精熟	第6級		9	11
降臨	6724	ㄐㄧㄤˋ ㄌㄧㄣˊ	jiàng lín	精熟	第6級		15	4
將領	6725	ㄐㄧㄤˋ ㄌㄧㄥˇ	jiàng lǐng	精熟	第6級		33	2
澆	6726	ㄐㄧㄠ	jiāo	精熟	第6級		9	28
焦	6727	ㄐㄧㄠ	jiāo	精熟	第6級		11	4
交叉	6728	ㄐㄧㄠ ㄔㄚ	jiāo chā	精熟	第6級		13	7
交錯	6729	ㄐㄧㄠ ㄘㄨㄛˋ	jiāo cuò	精熟	第6級		10	8
交付	6730	ㄐㄧㄠ ㄈㄨˋ	jiāo fù	精熟	第6級		6	3
交互	6731	ㄐㄧㄠ ㄏㄨˋ	jiāo hù	精熟	第6級		7	4
交集	6732	ㄐㄧㄠ ㄐㄧˊ	jiāo jí	精熟	第6級		7	4
焦急	6733	ㄐㄧㄠ ㄐㄧˊ	jiāo jí	精熟	第6級		12	4
交際	6734	ㄐㄧㄠ ㄐㄧˋ	jiāo jì	精熟	第6級		6	3
交接	6735	ㄐㄧㄠ ㄐㄧㄝ	jiāo jiē	精熟	第6級		5	6
交情	6736	ㄐㄧㄠ ㄑㄧㄥˊ	jiāo qíng	精熟	第6級		9	2
交涉	6737	ㄐㄧㄠ ㄕㄜˋ	jiāo shè	精熟	第6級		10	2
交替	6738	ㄐㄧㄠ ㄊㄧˋ	jiāo tì	精熟	第6級		9	10
嬌小	6739	ㄐㄧㄠ ㄒㄧㄠˇ	jiāo xiǎo	精熟	第6級		4	6
焦躁	6740	ㄐㄧㄠ ㄗㄠˋ	jiāo zào	精熟	第6級		9	1
交戰	6741	ㄐㄧㄠ ㄓㄢˋ	jiāo zhàn	精熟	第6級		11	7
交織	6742	ㄐㄧㄠ ㄓ	jiāo zhī	精熟	第6級		7	2
嚼	6743	ㄐㄧㄠˊ/ ㄐㄩㄝˊ	jiáo / jué	精熟	第6級		13	7
絞	6744	ㄐㄧㄠˇ	jiǎo	精熟	第6級		5	2
繳	6745	ㄐㄧㄠˇ	jiǎo	精熟	第6級		12	19
狡猾	6746	ㄐㄧㄠˇ ㄏㄨㄚˊ	jiǎo huá	精熟	第6級		10	1
僥倖	6747	ㄐㄧㄠˇ ㄒㄧㄥˋ	jiǎo xìng	精熟	第6級		7	2
轎車	6748	ㄐㄧㄠˋ ㄔㄜ	jiào chē	精熟	第6級		12	4
叫喊	6749	ㄐㄧㄠˋ ㄏㄢˇ	jiào hǎn	精熟	第6級		8	0
叫好	6750	ㄐㄧㄠˋ ㄏㄠˇ	jiào hǎo	精熟	第6級		7	2
教誨	6751	ㄐㄧㄠˋ ㄏㄨㄟˋ	jiào huì	精熟	第6級		9	6
教科書	6752	ㄐㄧㄠˋ ㄎㄜ ㄕㄨ	jiào kē shū	精熟	第6級		15	7
教條	6753	ㄐㄧㄠˋ ㄊㄧㄠˊ	jiào tiáo	精熟	第6級		9	2
教養	6754	ㄐㄧㄠˋ ㄧㄤˇ	jiào yǎng	精熟	第6級		36	26
教義	6755	ㄐㄧㄠˋ ㄧˋ	jiào yì	精熟	第6級		9	10
轎子/轎	6756	ㄐㄧㄠˋ ˙ㄗ/ㄐㄧㄠˋ	jiào zi/jiào	精熟	第6級		25	3
階	6757	ㄐㄧㄝ	jiē	精熟	第6級		5	9
結巴	6758	ㄐㄧㄝ ˙ㄅㄚ	jiē ba	精熟	第6級		3	1
階層	6759	ㄐㄧㄝ ㄘㄥˊ	jiē céng	精熟	第6級		45	5
接二連三	6760	ㄐㄧㄝ ㄦˋ ㄌㄧㄢˊ ㄙㄢ	jiē èr lián sān	精熟	第6級		4	4
揭發	6761	ㄐㄧㄝ ㄈㄚ	jiē fā	精熟	第6級		7	2
接獲	6762	ㄐㄧㄝ ㄏㄨㄛˋ	jiē huò	精熟	第6級		4	3
接見	6763	ㄐㄧㄝ ㄐㄧㄢˋ	jiē jiàn	精熟	第6級		8	2
街角	6764	ㄐㄧㄝ ㄐㄧㄠˇ	jiē jiǎo	精熟	第6級		5	1
揭開	6765	ㄐㄧㄝ ㄎㄞ	jiē kāi	精熟	第6級		11	8
接連	6766	ㄐㄧㄝ ㄌㄧㄢˊ	jiē lián	精熟	第6級		10	10
揭露	6767	ㄐㄧㄝ ㄌㄨˋ	jiē lù	精熟	第6級		14	5
揭幕	6768	ㄐㄧㄝ ㄇㄨˋ	jiē mù	精熟	第6級		1	1
接納	6769	ㄐㄧㄝ ㄋㄚˋ	jiē nà	精熟	第6級		34	17
接任	6770	ㄐㄧㄝ ㄖㄣˋ	jiē rèn	精熟	第6級		8	4
結實2	6771	ㄐㄧㄝ ˙ㄕ	jiē shi	精熟	第6級		13	7
接手	6772	ㄐㄧㄝ ㄕㄡˇ	jiē shǒu	精熟	第6級		11	15
階梯	6773	ㄐㄧㄝ ㄊㄧ	jiē tī	精熟	第6級		11	7
接替	6774	ㄐㄧㄝ ㄊㄧˋ	jiē tì	精熟	第6級		6	2
接吻	6775	ㄐㄧㄝ ㄨㄣˇ	jiē wěn	精熟	第6級		2	1
劫	6776	ㄐㄧㄝˊ	jié	精熟	第6級		10	11
截	6777	ㄐㄧㄝˊ	jié	精熟	第6級		18	14
潔白	6778	ㄐㄧㄝˊ ㄅㄞˊ	jié bái	精熟	第6級		7	1
節儉	6779	ㄐㄧㄝˊ ㄐㄧㄢˇ	jié jiǎn	精熟	第6級		7	8
結交	6780	ㄐㄧㄝˊ ㄐㄧㄠ	jié jiāo	精熟	第6級		13	4
結晶	6781	ㄐㄧㄝˊ ㄐㄧㄥ	jié jīng	精熟	第6級		10	10
捷徑	6782	ㄐㄧㄝˊ ㄐㄧㄥˋ	jié jìng	精熟	第6級		9	4
結盟	6783	ㄐㄧㄝˊ ㄇㄥˊ	jié méng	精熟	第6級		10	7
截然不同	6784	ㄐㄧㄝˊ ㄖㄢˊ ㄅㄨˋ ㄊㄨㄥˊ	jié rán bù tóng	精熟	第6級		15	14
結實1	6785	ㄐㄧㄝˊ ㄕˊ	jié shí	精熟	第6級		13	7
結識	6786	ㄐㄧㄝˊ ㄕˋ	jié shì	精熟	第6級		8	2
結業	6787	ㄐㄧㄝˊ ㄧㄝˋ	jié yè	精熟	第6級		1	1
節約	6788	ㄐㄧㄝˊ ㄩㄝ	jié yuē	精熟	第6級		4	18
結帳	6789	ㄐㄧㄝˊ ㄓㄤˋ	jié zhàng	精熟	第6級		5	3
截至	6790	ㄐㄧㄝˊ ㄓˋ	jié zhì	精熟	第6級		5	8
節制	6791	ㄐㄧㄝˊ ㄓˋ	jié zhì	精熟	第6級		11	6
傑作	6792	ㄐㄧㄝˊ ㄗㄨㄛˋ	jié zuò	精熟	第6級		9	3
解讀	6793	ㄐㄧㄝˇ ㄉㄨˊ	jiě dú	精熟	第6級		20	14
解放	6794	ㄐㄧㄝˇ ㄈㄤˋ	jiě fàng	精熟	第6級		22	9
解救	6795	ㄐㄧㄝˇ ㄐㄧㄡˋ	jiě jiù	精熟	第6級		7	3
解散	6796	ㄐㄧㄝˇ ㄙㄢˋ	jiě sàn	精熟	第6級		9	5
解體	6797	ㄐㄧㄝˇ ㄊㄧˇ	jiě tǐ	精熟	第6級		7	4
解脫	6798	ㄐㄧㄝˇ ㄊㄨㄛ	jiě tuō	精熟	第6級		17	6
解析	6799	ㄐㄧㄝˇ ㄒㄧ	jiě xī	精熟	第6級		11	3
解約	6800	ㄐㄧㄝˇ ㄩㄝ	jiě yuē	精熟	第6級		1	1
界定	6801	ㄐㄧㄝˋ ㄉㄧㄥˋ	jiè dìng	精熟	第6級		16	3
藉機	6802	ㄐㄧㄝˋ ㄐㄧ	jiè jī	精熟	第6級		5	3
介面	6803	ㄐㄧㄝˋ ㄇㄧㄢˋ	jiè miàn	精熟	第6級		14	3
介入	6804	ㄐㄧㄝˋ ㄖㄨˋ	jiè rù	精熟	第6級		25	22
屆時	6805	ㄐㄧㄝˋ ㄕˊ	jiè shí	精熟	第6級		9	4
界線	6806	ㄐㄧㄝˋ ㄒㄧㄢˋ	jiè xiàn	精熟	第6級		13	6
界限	6807	ㄐㄧㄝˋ ㄒㄧㄢˋ	jiè xiàn	精熟	第6級		12	1
戒心	6808	ㄐㄧㄝˋ ㄒㄧㄣ	jiè xīn	精熟	第6級		5	1
介意	6809	ㄐㄧㄝˋ ㄧˋ	jiè yì	精熟	第6級		15	4
藉由	6810	ㄐㄧㄝˋ ㄧㄡˊ	jiè yóu	精熟	第6級		53	91
藉	6811	ㄐㄧㄝˋ / ㄐㄧˊ	jiè/jí	精熟	第6級		51	26
筋	6812	ㄐㄧㄣ	jīn	精熟	第6級		9	6
津津有味	6813	ㄐㄧㄣ ㄐㄧㄣ ㄧㄡˇ ㄨㄟˋ	jīn jīn yǒu wèi	精熟	第6級		5	2
津貼	6814	ㄐㄧㄣ ㄊㄧㄝ	jīn tiē	精熟	第6級		4	2
緊繃	6815	ㄐㄧㄣˇ ㄅㄥ	jǐn bēng	精熟	第6級		14	7
緊迫	6816	ㄐㄧㄣˇ ㄆㄛˋ	jǐn pò	精熟	第6級		4	3
緊要	6817	ㄐㄧㄣˇ ㄧㄠˋ	jǐn yào	精熟	第6級		5	2
僅有	6818	ㄐㄧㄣˇ ㄧㄡˇ	jǐn yǒu	精熟	第6級		16	7
進程	6819	ㄐㄧㄣˋ ㄔㄥˊ	jìn chéng	精熟	第6級		7	9
近代史	6820	ㄐㄧㄣˋ ㄉㄞˋ ㄕˇ	jìn dài shǐ	精熟	第6級		6	4
進而	6821	ㄐㄧㄣˋㄦˊ	jìn ér	精熟	第6級		40	27
近乎	6822	ㄐㄧㄣˋ ㄏㄨ	jìn hū	精熟	第6級		14	1
進化	6823	ㄐㄧㄣˋ ㄏㄨㄚˋ	jìn huà	精熟	第6級		8	2
晉級	6824	ㄐㄧㄣˋ ㄐㄧˊ	jìn jí	精熟	第6級		2	1
禁忌	6825	ㄐㄧㄣˋ ㄐㄧˋ	jìn jì	精熟	第6級		12	3
進軍	6826	ㄐㄧㄣˋ ㄐㄩㄣ	jìn jūn	精熟	第6級		10	2
近況	6827	ㄐㄧㄣˋ ㄎㄨㄤˋ	jìn kuàng	精熟	第6級		3	2
浸泡/浸	6828	ㄐㄧㄣˋ ㄆㄠˋ / ㄐㄧㄣˋ	jìn pào / jìn	精熟	第6級		13	13
盡情	6829	ㄐㄧㄣˋ ㄑㄧㄥˊ	jìn qíng	精熟	第6級		15	8
進食	6830	ㄐㄧㄣˋ ㄕˊ	jìn shí	精熟	第6級		9	4
近似	6831	ㄐㄧㄣˋ ㄙˋ	jìn sì	精熟	第6級		7	1
盡頭	6832	ㄐㄧㄣˋ ㄊㄡˊ	jìn tóu	精熟	第6級		18	9
盡心	6833	ㄐㄧㄣˋ ㄒㄧㄣ	jìn xīn	精熟	第6級		7	7
進修	6834	ㄐㄧㄣˋ ㄒㄧㄡ	jìn xiū	精熟	第6級		10	4
進駐	6835	ㄐㄧㄣˋ ㄓㄨˋ	jìn zhù	精熟	第6級		8	12
精	6836	ㄐㄧㄥ	jīng	精熟	第6級		20	18
經典	6837	ㄐㄧㄥ ㄉㄧㄢˇ	jīng diǎn	精熟	第6級		38	117
精華	6838	ㄐㄧㄥ ㄏㄨㄚˊ	jīng huá	精熟	第6級		9	7
驚慌	6839	ㄐㄧㄥ ㄏㄨㄤ	jīng huāng	精熟	第6級		14	4
精簡	6840	ㄐㄧㄥ ㄐㄧㄢˇ	jīng jiǎn	精熟	第6級		5	3
精進	6841	ㄐㄧㄥ ㄐㄧㄣˋ	jīng jìn	精熟	第6級		11	14
驚恐	6842	ㄐㄧㄥ ㄎㄨㄥˇ	jīng kǒng	精熟	第6級		15	3
經理人	6843	ㄐㄧㄥ ㄌㄧˇ ㄖㄣˊ	jīng lǐ rén	精熟	第6級		33	1
精美	6844	ㄐㄧㄥ ㄇㄟˇ	jīng měi	精熟	第6級		9	5
精密	6845	ㄐㄧㄥ ㄇㄧˋ	jīng mì	精熟	第6級		10	9
精明	6846	ㄐㄧㄥ ㄇㄧㄥˊ	jīng míng	精熟	第6級		14	1
精髓	6847	ㄐㄧㄥ ㄙㄨㄟˇ	jīng suǐ	精熟	第6級		7	4
驚嘆/驚歎	6848	ㄐㄧㄥ ㄊㄢˋ	jīng tàn	精熟	第6級		10	4
精通	6849	ㄐㄧㄥ ㄊㄨㄥ	jīng tōng	精熟	第6級		12	3
精細	6850	ㄐㄧㄥ ㄒㄧˋ	jīng xì	精熟	第6級		10	6
驚嚇	6851	ㄐㄧㄥ ㄒㄧㄚˋ	jīng xià	精熟	第6級		15	4
驚險	6852	ㄐㄧㄥ ㄒㄧㄢˇ	jīng xiǎn	精熟	第6級		5	4
驚醒	6853	ㄐㄧㄥ ㄒㄧㄥˇ	jīng xǐng	精熟	第6級		10	1
驚異	6854	ㄐㄧㄥ ㄧˋ	jīng yì	精熟	第6級		8	1
精英	6855	ㄐㄧㄥ ㄧㄥ	jīng yīng	精熟	第6級		6	3
菁英	6856	ㄐㄧㄥ ㄧㄥ	jīng yīng	精熟	第6級		10	4
精緻	6857	ㄐㄧㄥ ㄓˋ	jīng zhì	精熟	第6級		17	21
精準	6858	ㄐㄧㄥ ㄓㄨㄣˇ	jīng zhǔn	精熟	第6級		14	16
警報	6859	ㄐㄧㄥˇ ㄅㄠˋ	jǐng bào	精熟	第6級		6	15
景觀	6860	ㄐㄧㄥˇ ㄍㄨㄢ	jǐng guān	精熟	第6級		18	37
警官	6861	ㄐㄧㄥˇ ㄍㄨㄢ	jǐng guān	精熟	第6級		37	1
警覺	6862	ㄐㄧㄥˇ ㄐㄩㄝˊ	jǐng jué	精熟	第6級		18	7
警惕	6863	ㄐㄧㄥˇ ㄊㄧˋ	jǐng tì	精熟	第6級		8	8
警訊	6864	ㄐㄧㄥˇ ㄒㄩㄣˋ	jǐng xùn	精熟	第6級		7	10
勁	6865	ㄐㄧㄥˋ	jìng	精熟	第6級		17	8
淨化	6866	ㄐㄧㄥˋ ㄏㄨㄚˋ	jìng huà	精熟	第6級		12	23
境界	6867	ㄐㄧㄥˋ ㄐㄧㄝˋ	jìng jiè	精熟	第6級		33	23
靜默	6868	ㄐㄧㄥˋ ㄇㄛˋ	jìng mò	精熟	第6級		8	3
敬佩	6869	ㄐㄧㄥˋ ㄆㄟˋ	jìng pèi	精熟	第6級		10	11
靜悄悄	6870	ㄐㄧㄥˋ ㄑㄧㄠˇ ㄑㄧㄠˇ	jìng qiǎo qiǎo	精熟	第6級		5	1
靜態	6871	ㄐㄧㄥˋ ㄊㄞˋ	jìng tài	精熟	第6級		6	4
敬畏	6872	ㄐㄧㄥˋ ㄨㄟˋ	jìng wèi	精熟	第6級		10	2
敬意	6873	ㄐㄧㄥˋ ㄧˋ	jìng yì	精熟	第6級		9	4
靜止	6874	ㄐㄧㄥˋ ㄓˇ	jìng zhǐ	精熟	第6級		10	7
敬重	6875	ㄐㄧㄥˋ ㄓㄨㄥˋ	jìng zhòng	精熟	第6級		12	4
靜坐	6876	ㄐㄧㄥˋ ㄗㄨㄛˋ	jìng zuò	精熟	第6級		13	4
糾纏	6877	ㄐㄧㄡ ㄔㄢˊ	jiū chán	精熟	第6級		16	4
糾正	6878	ㄐㄧㄡ ㄓㄥˋ	jiū zhèng	精熟	第6級		12	6
久而久之	6879	ㄐㄧㄡˇ ㄦˊ ㄐㄧㄡˇ ㄓ	jiǔ ér jiǔ zhī	精熟	第6級		8	7
酒席	6880	ㄐㄧㄡˇ ㄒㄧˊ	jiǔ xí	精熟	第6級		5	0
久遠	6881	ㄐㄧㄡˇ ㄩㄢˇ	jiǔ yuǎn	精熟	第6級		7	4
就地	6882	ㄐㄧㄡˋ ㄉㄧˋ	jiù dì	精熟	第6級		7	6
就近	6883	ㄐㄧㄡˋ ㄐㄧㄣˋ	jiù jìn	精熟	第6級		5	9
就任	6884	ㄐㄧㄡˋ ㄖㄣˋ	jiù rèn	精熟	第6級		8	3
救贖	6885	ㄐㄧㄡˋ ㄕㄨˊ	jiù shú	精熟	第6級		9	1
就醫	6886	ㄐㄧㄡˋ ㄧ	jiù yī	精熟	第6級		9	5
救援	6887	ㄐㄧㄡˋ ㄩㄢˊ	jiù yuán	精熟	第6級		13	62
就職	6888	ㄐㄧㄡˋ ㄓˊ	jiù zhí	精熟	第6級		6	3
居家	6889	ㄐㄩ ㄐㄧㄚ	jū jiā	精熟	第6級		8	17
拘束	6890	ㄐㄩ ㄕㄨˋ	jū shù	精熟	第6級		5	2
居於	6891	ㄐㄩ ㄩˊ	jū yú	精熟	第6級		7	1
局部	6892	ㄐㄩˊ ㄅㄨˋ	jú bù	精熟	第6級		13	18
鞠躬	6893	ㄐㄩˊ ㄍㄨㄥ	jú gōng	精熟	第6級		10	4
局面	6894	ㄐㄩˊ ㄇㄧㄢˋ	jú miàn	精熟	第6級		28	11
局勢	6895	ㄐㄩˊ ㄕˋ	jú shì	精熟	第6級		16	39
侷限	6896	ㄐㄩˊ ㄒㄧㄢˋ	jú xiàn	精熟	第6級		9	7
咀嚼	6897	ㄐㄩˇ ㄐㄩㄝˊ	jǔ jué	精熟	第6級		9	6
沮喪	6898	ㄐㄩˇ ㄙㄤˋ	jǔ sàng	精熟	第6級		55	12
舉世	6899	ㄐㄩˇ ㄕˋ	jǔ shì	精熟	第6級		5	5
舉止	6900	ㄐㄩˇ ㄓˇ	jǔ zhǐ	精熟	第6級		23	4
舉足輕重	6901	ㄐㄩˇ ㄗㄨˊ ㄑㄧㄥ ㄓㄨㄥˋ	jǔ zú qīng zhòng	精熟	第6級		5	7
俱	6902	ㄐㄩˋ	jù	精熟	第6級		21	8
具	6903	ㄐㄩˋ	jù	精熟	第6級		123	52
劇場	6904	ㄐㄩˋ ㄔㄤˊ	jù cháng	精熟	第6級		16	14
據點	6905	ㄐㄩˋ ㄉㄧㄢˇ	jù diǎn	精熟	第6級		12	10
聚焦	6906	ㄐㄩˋ ㄐㄧㄠ	jù jiāo	精熟	第6級		11	10
懼怕	6907	ㄐㄩˋ ㄆㄚˋ	jù pà	精熟	第6級		13	2
劇院	6908	ㄐㄩˋ ㄩㄢˋ	jù yuàn	精熟	第6級		13	2
捐贈	6909	ㄐㄩㄢ ㄗㄥˋ	juān zèng	精熟	第6級		7	25
捲入	6910	ㄐㄩㄢˇ ㄖㄨˋ	juǎn rù	精熟	第6級		9	4
絕	6911	ㄐㄩㄝˊ	jué	精熟	第6級		26	11
覺察	6912	ㄐㄩㄝˊ ㄔㄚˊ	jué chá	精熟	第6級		15	2
絕非	6913	ㄐㄩㄝˊ ㄈㄟ	jué fēi	精熟	第6級		16	2
絕佳	6914	ㄐㄩㄝˊ ㄐㄧㄚ	jué jiā	精熟	第6級		11	5
倔強	6915	ㄐㄩㄝˊ ㄐㄧㄤˋ	jué jiàng	精熟	第6級		9	3
絕妙	6916	ㄐㄩㄝˊ ㄇㄧㄠˋ	jué miào	精熟	第6級		5	1
崛起	6917	ㄐㄩㄝˊ ㄑㄧˇ	jué qǐ	精熟	第6級		15	12
訣竅	6918	ㄐㄩㄝˊ ㄑㄧㄠˋ	jué qiào	精熟	第6級		8	7
爵士	6919	ㄐㄩㄝˊ ㄕˋ	jué shì	精熟	第6級		48	1
覺悟	6920	ㄐㄩㄝˊ ㄨˋ	jué wù	精熟	第6級		9	7
覺醒	6921	ㄐㄩㄝˊ ㄒㄧㄥˇ	jué xǐng	精熟	第6級		15	31
決議	6922	ㄐㄩㄝˊ ㄧˋ	jué yì	精熟	第6級		7	13
抉擇	6923	ㄐㄩㄝˊ ㄗㄜˊ	jué zé	精熟	第6級		18	4
決戰	6924	ㄐㄩㄝˊ ㄓㄢˋ	jué zhàn	精熟	第6級		8	1
軍官	6925	ㄐㄩㄣ ㄍㄨㄢ	jūn guān	精熟	第6級		25	3
均衡	6926	ㄐㄩㄣ ㄏㄥˊ	jūn héng	精熟	第6級		9	19
軍師	6927	ㄐㄩㄣ ㄕ	jūn shī	精熟	第6級		9	1
均勻	6928	ㄐㄩㄣ ㄩㄣˊ	jūn yún	精熟	第6級		6	21
君主	6929	ㄐㄩㄣ ㄓㄨˇ	jūn zhǔ	精熟	第6級		19	7
君子	6930	ㄐㄩㄣ ㄗˇ	jūn zǐ	精熟	第6級		24	14
開辦	6931	ㄎㄞ ㄅㄢˋ	kāi bàn	精熟	第6級		6	6
開場	6932	ㄎㄞ ㄔㄤˊ	kāi cháng	精熟	第6級		6	4
開端	6933	ㄎㄞ ㄉㄨㄢ	kāi duān	精熟	第6級		8	2
開懷	6934	ㄎㄞ ㄏㄨㄞˊ	kāi huái	精熟	第6級		7	2
開闊	6935	ㄎㄞ ㄎㄨㄛˋ	kāi kuò	精熟	第6級		11	8
開朗	6936	ㄎㄞ ㄌㄤˇ	kāi lǎng	精熟	第6級		14	13
開明	6937	ㄎㄞ ㄇㄧㄥˊ	kāi míng	精熟	第6級		6	4
開幕	6938	ㄎㄞ ㄇㄨˋ	kāi mù	精熟	第6級		8	7
開盤	6939	ㄎㄞ ㄆㄢˊ	kāi pán	精熟	第6級		1	1
開闢	6940	ㄎㄞ ㄆㄧˋ	kāi pì	精熟	第6級		8	6
開啟	6941	ㄎㄞ ㄑㄧˇ	kāi qǐ	精熟	第6級		27	28
開槍	6942	ㄎㄞ ㄑㄧㄤ	kāi qiāng	精熟	第6級		12	5
開設	6943	ㄎㄞ ㄕㄜˋ	kāi shè	精熟	第6級		11	8
開拓	6944	ㄎㄞ ㄊㄨㄛˋ	kāi tuò	精熟	第6級		15	50
開銷	6945	ㄎㄞ ㄒㄧㄠ	kāi xiāo	精熟	第6級		7	13
開業	6946	ㄎㄞ ㄧㄝˋ	kāi yè	精熟	第6級		5	3
開展	6947	ㄎㄞ ㄓㄢˇ	kāi zhǎn	精熟	第6級		17	6
開戰	6948	ㄎㄞ ㄓㄢˋ	kāi zhàn	精熟	第6級		8	7
開張	6949	ㄎㄞ ㄓㄤ	kāi zhāng	精熟	第6級		5	3
開支	6950	ㄎㄞ ㄓ	kāi zhī	精熟	第6級		6	3
堪稱	6951	ㄎㄢ ㄔㄥ	kān chēng	精熟	第6級		12	6
看守	6952	ㄎㄢ ㄕㄡˇ	kān shǒu	精熟	第6級		9	3
刊載	6953	ㄎㄢ ㄗㄞˋ	kān zài	精熟	第6級		5	1
看板	6954	ㄎㄢˋ ㄅㄢˇ	kàn bǎn	精熟	第6級		5	3
看穿	6955	ㄎㄢˋ ㄔㄨㄢ	kàn chuān	精熟	第6級		6	1
看待	6956	ㄎㄢˋ ㄉㄞˋ	kàn dài	精熟	第6級		43	28
看透	6957	ㄎㄢˋ ㄊㄡˋ	kàn tòu	精熟	第6級		5	5
看中	6958	ㄎㄢˋ ㄓㄨㄥˋ	kàn zhòng	精熟	第6級		6	3
看重	6959	ㄎㄢˋ ㄓㄨㄥˋ	kàn zhòng	精熟	第6級		11	2
康復	6960	ㄎㄤ ㄈㄨˋ	kāng fù	精熟	第6級		10	7
慷慨	6961	ㄎㄤ ㄎㄞˇ	kāng kǎi	精熟	第6級		19	7
扛	6962	ㄎㄤˊ	káng	精熟	第6級		18	19
抗戰	6963	ㄎㄤˋ ㄓㄢˋ	kàng zhàn	精熟	第6級		24	9
抗爭	6964	ㄎㄤˋ ㄓㄥ	kàng zhēng	精熟	第6級		13	14
考察	6965	ㄎㄠˇ ㄔㄚˊ	kǎo chá	精熟	第6級		15	5
考證	6966	ㄎㄠˇ ㄓㄥˋ	kǎo zhèng	精熟	第6級		9	4
科幻	6967	ㄎㄜ ㄏㄨㄢˋ	kē huàn	精熟	第6級		10	2
科目	6968	ㄎㄜ ㄇㄨˋ	kē mù	精熟	第6級		9	8
殼	6969	ㄎㄜˊ	ké	精熟	第6級		17	36
可悲	6970	ㄎㄜˇ ㄅㄟ	kě bēi	精熟	第6級		9	2
可恥	6971	ㄎㄜˇ ㄔˇ	kě chǐ	精熟	第6級		5	2
可觀	6972	ㄎㄜˇ ㄍㄨㄢ	kě guān	精熟	第6級		13	7
可貴	6973	ㄎㄜˇ ㄍㄨㄟˋ	kě guì	精熟	第6級		9	8
渴求	6974	ㄎㄜˇ ㄑㄧㄡˊ	kě qiú	精熟	第6級		8	2
渴望	6975	ㄎㄜˇ ㄨㄤˋ	kě wàng	精熟	第6級		60	18
可謂	6976	ㄎㄜˇ ㄨㄟˋ	kě wèi	精熟	第6級		7	0
